name,date,wins,losses,draw,current_lose_streak,current_win_streak,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_DoctoStoppage,age,Stance,winratio,location
Jared Cannonier,2021-08-21,6,5,0,1,0,3.6,0.49,0.0,0.12,0.33,3,23,0,0,0,1,5,0,0,37,Switch,0.5454545454545454,"Anchorage, Alaska United States"
Jared Rosholt,2016-02-06,6,1,0,0,3,26.57142857,0.537142857,0.142857143,1.857142857,0.378571429,3,19,0,0,0,5,1,0,0,29,Orthodox,0.8571428571428571,"Arlington, Texas USA"
Jarjis Danho,2021-04-10,0,1,1,1,0,3.38,0.5,0.0,0.51,0.16,0,6,0,0,0,0,0,0,0,37,Orthodox,0.0,Nuremberg Germany
Jason Gonzalez,2019-04-27,1,2,0,1,0,12.0,0.353333333,0.333333333,0.0,0.0,1,4,0,0,0,0,0,1,0,29,Southpaw,0.3333333333333333,"Rancho Cucamonga, California United States"
Jason High,2014-06-07,2,2,0,0,2,4.5,0.2375,2.25,1.25,0.45,2,8,0,0,0,1,0,1,0,32,Southpaw,0.5,"Kansas City, MO USA"
Jason Knight,2018-11-03,4,4,0,3,0,40.75,0.36125,1.625,1.25,0.30125,4,21,0,0,1,1,1,1,0,26,Orthodox,0.5,"D'Iberville, Mississippi United States"
Jason Novelli,2016-11-05,0,1,0,1,0,8.0,0.28,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,37,Orthodox,0.0,"Portland, Oregon USA"
Jason Saggo,2017-09-16,3,2,0,1,0,25.2,0.436,0.0,1.8,0.306,2,11,0,0,1,0,2,0,0,31,Orthodox,0.6,"Charlottetown, Prince Edward Island Canada"
Jenel Lausa,2018-06-23,1,2,0,2,0,23.66666667,0.33,1.0,0.666666667,0.5,1,9,0,0,0,1,0,0,0,29,Orthodox,0.3333333333333333,Manila Philippines
Jeremy Kennedy,2018-02-10,3,0,0,0,3,38.0,0.476666667,0.0,7.0,0.6,3,9,0,0,0,3,0,0,0,25,Orthodox,1.0,"Surrey, British Columbia Canada"
Jeremy Kimball,2017-06-25,0,1,0,1,0,5.0,0.29,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,26,Switch,0.0,"Colorado Springs, Colorado United States"
Jeremy Stephens,2021-07-17,15,17,0,4,0,3.17,0.4,0.4,1.16,0.38,3,85,0,0,1,6,8,0,0,35,Orthodox,0.46875,"San Diego, California United States"
Jerrod Sanders,2016-07-07,1,2,0,0,1,6.0,0.613333333,1.0,1.0,0.123333333,1,5,0,0,0,1,0,0,0,36,Orthodox,0.3333333333333333,"Oklahoma City, OK USA"
Jessamyn Duke,2015-07-25,1,2,0,2,0,64.33333333,0.503333333,1.0,0.666666667,0.22,1,7,0,0,0,1,0,0,0,29,Orthodox,0.3333333333333333,"Glendale, CA USA"
Jesse Ronson,2020-07-25,0,3,0,3,0,3.09,0.46,0.3,0.67,0.4,0,9,0,0,0,0,0,0,0,34,Southpaw,0.0,"London, Ontario Canada"
Jessica Aguilar,2019-03-30,1,3,0,1,0,66.0,0.5725,0.0,1.0,0.2,1,10,0,0,0,1,0,0,0,36,Orthodox,0.25,
Jessica Andrade,2021-09-25,12,7,0,1,0,6.24,0.5,0.4,2.9,0.55,4,42,4,0,1,5,4,2,0,30,Orthodox,0.631578947368421,"Niteroi, Rio de Janeiro Brazil"
Jessica Eye,2021-07-10,5,8,0,2,0,3.96,0.36,0.5,0.55,0.44,3,42,1,0,2,2,1,0,0,34,Orthodox,0.38461538461538464,"Cleveland, Ohio USA"
Jessica Penne,2021-08-07,5,4,0,0,1,2.41,0.34,0.7,1.57,0.25,2,24,1,0,2,0,1,2,0,38,Orthodox,0.5555555555555556,"Huntington Beach, California United States"
Jessica Rakoczy,2015-04-25,0,1,0,1,0,4.0,0.8,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,38,Orthodox,0.0,"Las Vegas, NV USA"
Jessin Ayari,2020-10-03,1,2,0,2,0,3.58,0.38,0.3,0.0,0.0,1,9,0,0,1,0,0,0,0,28,Orthodox,0.3333333333333333,Nuremberg Germany
Jim Alers,2016-07-23,1,2,0,2,0,31.33333333,0.403333333,0.333333333,1.0,0.3,1,7,0,0,1,0,0,0,0,29,Orthodox,0.3333333333333333,"Fort Lauderdale, Florida USA"
Jim Miller,2021-04-10,21,14,0,1,0,2.65,0.4,1.8,1.63,0.43,7,80,0,0,2,6,3,10,0,37,Southpaw,0.6,"Sparta, New Jersey United States"
Jimi Manuwa,2019-06-01,6,5,0,3,0,26.09090909,0.537272727,0.181818182,0.272727273,0.090909091,3,21,0,0,0,1,3,0,2,39,Orthodox,0.5454545454545454,London England
Jimmie Rivera,2021-02-27,7,3,0,0,1,4.03,0.4,0.1,0.88,0.27,5,26,0,0,1,5,1,0,0,31,Orthodox,0.7,"Ramsey, New Jersey USA"
Jimmy Wallhead,2017-06-03,0,1,0,1,0,47.0,0.34,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,33,Orthodox,0.0,Loughborough England
Jimy Hettes,2015-04-18,3,2,0,1,0,41.8,0.6,1.2,4.2,0.414,2,13,0,0,0,1,0,2,0,27,Southpaw,0.6,"Swoyersville, Pennsylvania USA"
Joachim Christensen,2017-05-13,1,1,0,0,1,45.5,0.415,0.0,0.0,0.0,1,5,0,0,0,0,1,0,0,38,Orthodox,0.5,Copenhagen Denmark
Joanna Jedrzejczyk,2020-03-07,10,3,0,0,1,6.18,0.47,0.1,0.3,0.62,8,50,9,0,1,7,2,0,0,32,Orthodox,0.7692307692307693,Olsztyn Poland
Joanne Calderwood,2021-06-12,7,5,0,0,1,6.75,0.5,0.4,1.62,0.55,2,28,0,0,1,4,1,1,0,35,Orthodox,0.5833333333333334,Glasgow Scotland
Joaquim Silva,2021-06-19,4,2,0,1,0,3.9,0.37,0.7,0.23,0.5,3,15,0,0,2,0,2,0,0,32,Southpaw,0.6666666666666666,Curitiba Brasil
Joby Sanchez,2018-11-10,1,3,0,2,0,33.5,0.2625,0.25,0.5,0.25,1,9,0,0,1,0,0,0,0,27,Orthodox,0.25,"Albuquerque, New Mexico USA"
Jocelyn Jones-Lybarger,2017-01-15,0,2,0,2,0,54.0,0.3,0.0,0.5,0.5,0,6,0,0,0,0,0,0,0,31,Orthodox,0.0,"Glendale, Arizona United States"
Joe Duffy,2020-07-18,4,3,0,2,0,2.56,0.33,0.8,0.75,0.6,2,14,0,0,0,1,1,2,0,32,Orthodox,0.5714285714285714,Donegal Ireland
Joe Lauzon,2019-10-18,14,12,0,3,0,2.84,0.39,2.0,2.39,0.45,3,52,0,0,1,1,5,7,0,35,Orthodox,0.5384615384615384,"Bridgewater, Massachusetts USA"
Joe Proctor,2017-04-22,4,3,0,1,0,30.57142857,0.388571429,1.142857143,0.0,0.0,2,14,0,0,0,1,2,1,0,31,Orthodox,0.5714285714285714,"Bridgewater, Massachusetts USA"
Joe Riggs,2016-02-21,5,6,0,0,1,15.0,0.465454545,0.181818182,1.181818182,0.639090909,1,18,0,0,0,1,1,1,1,33,Southpaw,0.45454545454545453,"Glendale, Arizona USA"
Joe Soto,2018-02-03,3,4,0,1,0,33.85714286,0.408571429,1.285714286,0.571428571,0.352857143,3,17,1,0,0,1,0,2,0,30,Orthodox,0.42857142857142855,"Porterville, California United States"
Joey Gomez,2016-09-17,0,1,0,1,0,15.0,0.21,0.0,1.0,1.0,0,2,0,0,0,0,0,0,0,27,Orthodox,0.0,"Brookline, New Hampshire United States"
John Dodson,2020-08-15,10,6,0,0,1,3.3,0.41,0.0,0.76,0.28,3,46,3,0,1,3,6,0,0,35,Orthodox,0.625,"Albuquerque, New Mexico USA"
John Hathaway,2014-03-01,7,1,0,0,3,47.875,0.4125,0.875,2.5,0.4025,4,22,0,0,1,5,1,0,0,26,Orthodox,0.875,"Brighton, Sussex England"
John Howard,2015-12-10,7,6,0,0,1,26.84615385,0.562307692,0.384615385,2.153846154,0.411538462,4,35,0,0,4,1,2,0,0,32,Orthodox,0.5384615384615384,"Boston, Massachusetts USA"
John Lineker,2019-04-27,12,3,0,0,2,60.26666667,0.414,0.466666667,0.4,0.166666667,6,38,0,0,1,4,6,1,0,28,Orthodox,0.8,"Paranagua, Parana Brazil"
John Makdessi,2021-04-10,10,7,0,1,0,5.57,0.51,0.0,0.0,0.0,3,42,0,0,1,6,3,0,0,35,Orthodox,0.5882352941176471,"Montreal, Quebec Canada"
John Moraga,2018-08-25,8,5,0,0,3,32.23076923,0.431538462,0.846153846,0.538461538,0.203846154,3,35,1,0,1,2,2,3,0,34,Orthodox,0.6153846153846154,"Phoenix, Arizona USA"
Johnny Bedford,2014-09-13,2,3,0,3,0,35.4,0.562,0.0,1.0,0.332,2,10,0,0,0,0,2,0,0,31,Orthodox,0.4,"Colleyville, TX USA"
Johnny Case,2017-06-25,4,1,0,1,0,44.2,0.374,0.0,1.8,0.306,4,14,0,0,0,2,1,1,0,27,Orthodox,0.8,"Jefferson, Iowa USA"
Johnny Eduardo,2021-10-02,3,4,0,2,0,2.95,0.39,0.4,0.22,0.2,2,14,0,0,0,1,2,0,0,43,Orthodox,0.42857142857142855,Rio de Janeiro Brazil
Johny Hendricks,2017-11-04,13,7,0,1,0,42.9,0.508,0.3,3.05,0.3095,6,54,3,1,2,5,5,0,0,34,Southpaw,0.65,"Fort Worth, Texas United States"
Jon Delos Reyes,2015-10-24,1,2,0,0,1,15.0,0.416666667,1.0,0.666666667,0.666666667,1,4,0,0,0,0,0,1,0,28,Orthodox,0.3333333333333333,Tamuning Guam
Jon Jones,2020-02-08,19,1,0,0,16,4.31,0.57,0.5,1.9,0.46,16,68,14,0,1,8,5,5,0,32,Orthodox,0.95,"Albuquerque, New Mexico USA"
Jon Tuck,2018-08-25,4,4,0,0,1,36.375,0.42375,0.75,0.375,0.075,1,20,0,0,0,1,1,2,0,33,Orthodox,0.5,Hagatna Guam
Jonathan Meunier,2016-11-26,0,1,0,1,0,16.0,0.69,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,29,Switch,0.0,"Quebec City, Quebec Canada"
Jonathan Wilson,2016-10-01,1,1,0,1,0,35.0,0.59,0.0,0.5,0.5,1,3,0,0,0,0,1,0,0,29,Southpaw,0.5,"San Bernardino, California USA"
Jonavin Webb,2016-02-21,0,1,0,1,0,23.0,0.34,2.0,2.0,0.25,0,3,0,0,0,0,0,0,0,26,Orthodox,0.0,"Marlton, NJ USA"
Jordan Johnson,2018-03-03,2,0,0,0,2,40.5,0.44,1.0,3.0,0.565,2,6,0,0,0,2,0,0,0,29,Orthodox,1.0,"San Diego, California USA"
Jordan Mein,2018-07-28,4,4,0,0,1,33.375,0.50875,0.25,1.375,0.31375,2,18,0,0,1,1,2,0,0,28,Orthodox,0.5,"Lethbridge, Alberta Canada"
Jordan Rinaldi,2019-03-16,2,2,0,0,1,12.75,0.435,1.0,1.25,0.2575,1,8,0,0,0,1,0,1,0,31,Orthodox,0.5,"Charlotte, North Carolina United States"
Jorge Masvidal,2021-04-24,17,8,0,1,0,4.22,0.48,0.3,1.54,0.59,4,70,1,0,1,8,7,1,0,36,Orthodox,0.68,"Miami, Florida USA"
Jorge de Oliveira,2015-03-21,0,1,0,1,0,23.0,0.33,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,35,Orthodox,0.0,Rio de Janeiro Brazil
Jose Aldo,2021-08-07,19,6,0,0,1,3.63,0.45,0.1,0.55,0.56,15,76,12,0,0,8,11,0,0,34,Orthodox,0.76,Rio de Janeiro Brazil
Jose Quinonez,2020-12-05,5,3,0,1,0,3.41,0.46,0.7,2.58,0.45,4,19,0,0,0,4,0,1,0,30,Southpaw,0.625,"San Diego, California USA"
Joseph Benavidez,2021-03-06,21,7,0,2,0,3.52,0.34,0.6,1.41,0.3,6,68,3,0,1,10,6,4,0,36,Southpaw,0.75,"Las Cruces, New Mexico USA"
Josh Barnett,2016-09-03,6,3,0,1,0,37.66666667,0.633333333,0.444444444,0.444444444,0.333333333,4,18,1,0,0,1,4,1,0,38,Orthodox,0.6666666666666666,"Fullerton, California USA"
Josh Copeland,2015-03-14,0,1,0,1,0,20.0,0.35,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,32,Orthodox,0.0,"Denver, Colorado USA"
Josh Emmett,2020-06-20,6,2,0,0,2,3.63,0.36,0.2,1.5,0.45,2,19,0,0,1,2,3,0,0,35,Orthodox,0.75,"Sacramento, California USA"
Josh Koscheck,2015-03-21,15,9,0,4,0,17.66666667,0.391666667,0.291666667,1.666666667,0.467083333,5,51,1,0,1,5,6,3,0,37,Orthodox,0.625,"Fresno, California USA"
Josh Samman,2016-07-13,3,1,0,1,0,17.25,0.545,0.25,0.75,0.25,3,8,0,0,0,0,2,1,0,28,Orthodox,0.75,"Tallahassee, Florida USA"
Josh Shockley,2015-02-22,0,1,0,1,0,6.0,0.5,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,25,Orthodox,0.0,"Lake Station, Indiana USA"
Josh Stansbury,2017-06-25,1,1,0,1,0,48.5,0.555,1.0,0.0,0.0,1,6,0,1,0,0,0,0,0,32,Orthodox,0.5,"East Liverpool, Ohio USA"
Josh Thomson,2015-07-15,3,3,0,2,0,27.33333333,0.495,0.0,1.666666667,0.613333333,2,15,0,1,0,0,2,0,0,36,Orthodox,0.5,"San Jose, CA USA"
Joshua Burkman,2018-02-18,6,12,0,4,0,29.94444444,0.521111111,0.222222222,1.888888889,0.380555556,2,44,0,0,1,3,1,1,0,37,Orthodox,0.3333333333333333,"Draper, Utah United States"
Joshua Sampo,2015-05-23,1,2,0,2,0,16.66666667,0.326666667,2.0,0.666666667,0.333333333,1,6,0,0,0,0,0,1,0,30,Orthodox,0.3333333333333333,"St. Charles, Missouri USA"
Julian Erosa,2021-09-04,4,5,0,1,0,5.55,0.47,0.9,1.45,0.5,2,19,0,0,1,0,2,1,0,32,Southpaw,0.4444444444444444,"Seattle, Washington United States"
Juliana Lima,2018-01-27,3,3,0,1,0,28.0,0.43,0.0,1.666666667,0.385,2,17,0,0,0,3,0,0,0,35,Orthodox,0.5,"Belo Horizonte, MG Brazil"
Julianna Pena,2021-01-23,5,2,0,1,0,2.8,0.47,0.8,2.73,0.51,4,16,0,0,0,3,2,0,0,31,Orthodox,0.7142857142857143,"Spokane, Washington USA"
Jumabieke Tuerxun,2014-11-07,0,2,0,2,0,22.5,0.3,1.0,0.5,0.055,0,6,0,0,0,0,0,0,0,28,Orthodox,0.0,Xi'an China
Junior Dos Santos,2020-12-12,4,0,0,0,4,5.61,0.54,0.7,1.08,0.6,4,0,0,0,0,0,0,0,0,30,Orthodox,1.0,"Salvador, Bahia Brazil"
Junior Hernandez,2014-01-25,0,1,0,1,0,4.0,0.4,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,27,Orthodox,0.0,"Coconut Creek, FL USA"
Jussier Formiga,2020-06-06,9,6,0,2,0,1.35,0.39,0.6,1.87,0.35,4,37,0,0,0,6,0,3,0,35,Orthodox,0.6,Natal Brazil
Justin Edwards,2015-06-06,2,4,0,2,0,24.0,0.47,0.833333333,1.5,0.083333333,1,14,0,0,0,1,0,1,0,32,Orthodox,0.3333333333333333,"Bellefontaine, Ohio USA"
Justin Jones,2015-04-04,0,1,0,1,0,28.0,0.4,1.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Orthodox,0.0,"San Diego, California USA"
Justin Ledet,2020-10-31,3,3,0,3,0,3.33,0.39,0.2,0.24,0.5,3,14,0,0,1,1,0,1,0,32,Orthodox,0.5,"Rosharon, Texas USA"
Justin Salas,2016-03-05,3,3,0,1,0,28.0,0.473333333,0.0,1.166666667,0.098333333,1,11,0,0,1,1,1,0,0,33,Southpaw,0.5,"Green River, WY USA"
Justin Scoggins,2017-06-17,4,3,0,1,0,41.42857143,0.581428571,0.428571429,3.142857143,0.72,2,17,0,0,0,3,1,0,0,25,Southpaw,0.5714285714285714,"Spartanburg, South Carolina USA"
Justine Kish,2021-04-17,3,3,0,1,0,4.51,0.48,0.1,0.87,0.33,2,18,0,0,0,3,0,0,0,33,Orthodox,0.5,"Los Angeles, California USA"
KJ Noons,2016-02-06,2,3,0,2,0,26.0,0.462,0.0,0.0,0.0,2,10,0,0,0,1,1,0,0,33,Orthodox,0.4,"San Diego, California USA"
Kailin Curran,2017-07-29,1,4,0,2,0,36.4,0.41,0.6,1.6,0.5,1,12,0,0,0,0,0,1,0,26,Orthodox,0.2,"Ewa Beach, Hawaii USA"
Kajan Johnson,2018-09-15,4,2,0,1,0,28.66666667,0.445,0.166666667,1.5,0.201666667,4,16,0,0,1,2,1,0,0,34,Orthodox,0.6666666666666666,"Montreal, Quebec Canada"
Kamaru Usman,2021-04-24,13,0,0,0,13,4.63,0.54,0.1,3.27,0.48,13,46,4,0,0,9,3,1,0,33,Switch,1.0,"Boca Raton, Florida USA"
Karolina Kowalkiewicz,2021-08-07,5,6,0,4,0,5.16,0.39,0.1,0.19,0.22,3,31,1,0,2,3,0,0,0,35,Orthodox,0.45454545454545453,Lodz Poland
Katlyn Chookagian,2021-05-15,8,4,0,0,1,4.57,0.35,0.4,0.25,0.15,3,34,1,0,1,7,0,0,0,32,Orthodox,0.6666666666666666,"Kenilworth, New Jersey United States"
Katsunori Kikuno,2015-09-26,2,2,0,1,0,19.5,0.4075,0.25,1.0,0.4375,1,7,0,0,0,1,0,1,0,33,Orthodox,0.5,Tokyo Japan
Kazuki Tokudome,2013-07-06,1,0,0,0,1,33.0,0.42,0.0,2.0,1.0,1,3,0,0,0,1,0,0,0,26,Southpaw,1.0,Tokyo Japan
Keita Nakamura,2019-04-20,4,6,0,0,1,30.8,0.361,0.4,1.8,0.473,1,29,0,0,2,0,0,2,0,34,Southpaw,0.4,Tokyo Japan
Kelvin Gastelum,2021-08-21,11,7,0,1,0,3.53,0.41,0.1,1.05,0.32,5,52,1,0,3,3,3,2,0,29,Southpaw,0.6111111111111112,"Yuma, Arizona United States"
Kenny Robertson,2016-09-17,4,4,0,1,0,37.375,0.53875,0.625,1.0,0.39,3,17,0,0,0,1,1,2,0,32,Orthodox,0.5,"Washington, Illinois USA"
Ketlen Vieira,2021-02-20,5,2,0,1,0,2.66,0.36,0.5,2.19,0.48,4,1,0,0,0,0,0,0,0,29,Orthodox,0.7142857142857143,"Manaus, Amazonas Brazil"
Kevin Casey,2016-08-27,1,5,0,3,0,24.16666667,0.493333333,0.333333333,0.5,0.11,1,13,0,0,0,1,0,0,0,35,Southpaw,0.16666666666666666,"Hawthorne, California USA"
Kevin Lee,2021-08-28,11,6,0,1,0,3.89,0.42,0.8,3.19,0.43,5,44,1,0,1,3,3,4,0,28,Orthodox,0.6470588235294118,"Las Vegas, Nevada United States"
Kevin Souza,2015-11-07,3,0,0,0,3,45.33333333,0.516666667,0.0,0.0,0.0,3,6,0,0,1,0,2,0,0,31,Orthodox,1.0,Florianopolis Brazil
Khabib Nurmagomedov,2020-10-24,12,0,0,0,12,4.11,0.49,0.7,5.35,0.47,12,36,3,0,0,6,2,4,0,32,Orthodox,1.0,Dagestan Russia
Khalil Rountree Jr.,2021-09-04,4,5,0,2,0,3.24,0.38,0.2,0.0,0.0,3,18,0,0,0,1,3,0,0,31,Southpaw,0.4444444444444444,"Las Vegas, NV United States"
Kiichi Kunimoto,2017-06-10,3,1,0,1,0,15.75,0.44,0.25,0.75,0.17,3,8,0,0,1,0,0,1,0,36,Orthodox,0.75,Osaka Japan
Konstantin Erokhin,2015-12-11,0,1,0,1,0,17.0,0.47,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,32,Orthodox,0.0,Moscow Russia
Krzysztof Jotko,2021-10-02,9,5,0,1,0,2.92,0.41,0.1,1.15,0.34,5,38,0,0,2,6,1,0,0,32,Southpaw,0.6428571428571429,Orneta Poland
Kwan Ho Kwak,2017-06-17,0,1,0,1,0,53.0,0.41,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Switch,0.0,Seoul South Korea
Kyle Bochniak,2019-10-18,2,4,0,2,0,2.63,0.31,0.0,1.14,0.15,1,18,0,0,1,1,0,0,0,32,Orthodox,0.3333333333333333,"Boston, Massachusetts USA"
Kyle Kingsbury,2014-07-26,4,4,0,3,0,35.25,0.46375,0.0,2.25,0.2025,4,19,0,0,1,2,1,0,0,32,Orthodox,0.5,"San Jose, CA USA"
Kyle Noke,2016-11-26,6,5,0,2,0,31.0,0.55,0.363636364,1.0,0.348181818,3,22,0,0,1,0,3,2,0,36,Southpaw,0.5454545454545454,"Albuquerque, New Mexico USA"
Kyoji Horiguchi,2016-11-19,6,1,0,0,2,50.14285714,0.475714286,0.0,1.571428571,0.397142857,4,20,1,0,0,4,2,0,0,26,Orthodox,0.8571428571428571,"Coconut Creek, Florida USA"
Kyung Ho Kang,2019-08-17,4,2,0,0,1,2.52,0.44,1.1,2.53,0.59,3,17,0,0,1,0,0,3,0,31,Orthodox,0.6666666666666666,Busan South Korea
Lance Benoist,2014-06-07,1,2,0,2,0,55.0,0.526666667,0.0,1.333333333,0.25,1,9,0,0,0,1,0,0,0,25,Southpaw,0.3333333333333333,"St. Louis, MO USA"
Lando Vannata,2021-05-15,3,5,2,1,0,4.67,0.44,0.3,1.12,0.4,1,25,0,0,0,1,1,1,0,29,Orthodox,0.3,"Albuquerque, New Mexico United States"
Larissa Pacheco,2015-03-14,0,1,0,1,0,6.0,0.46,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,20,Orthodox,0.0,"Marituba, Para Brazil"
Lauren Murphy,2021-09-25,7,4,0,0,5,3.58,0.38,0.1,1.03,0.34,5,32,0,0,3,1,2,1,0,38,Orthodox,0.6363636363636364,"Glendale, Arizona USA"
Leandro Issa,2016-09-03,2,2,0,1,0,28.0,0.44,1.25,1.75,0.3025,2,10,0,0,0,0,0,2,0,32,Orthodox,0.5,Singapore
Leandro Silva,2016-09-03,3,4,0,1,0,30.71428571,0.525714286,0.428571429,1.714285714,0.432857143,2,18,0,0,0,2,0,1,0,30,Orthodox,0.42857142857142855,Sao Paulo Brazil
Leo Kuntz,2015-11-28,0,1,0,1,0,7.0,0.28,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,32,Orthodox,0.0,"Coconut Creek, Florida USA"
Leon Edwards,2021-06-12,10,2,0,0,8,2.62,0.49,0.3,1.48,0.35,8,40,0,0,1,6,2,1,0,29,Southpaw,0.8333333333333334,Birmingham England
Leonardo Augusto Leleco,2016-09-17,0,1,0,1,0,64.0,0.59,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,34,Orthodox,0.0,Salvador Brazil
Leonardo Mafra,2015-07-18,1,2,0,0,1,46.0,0.48,0.333333333,1.666666667,0.276666667,1,8,0,0,0,1,0,0,0,26,Orthodox,0.3333333333333333,"Balneario Camboriu, Santa Catarina Brazil"
Leonardo Morales,2015-06-06,0,1,0,1,0,33.0,0.45,0.0,0.0,0.0,0,3,1,0,0,0,0,0,0,22,Southpaw,0.0,"Los Angeles, California USA"
Leonardo Santos,2021-03-20,7,0,1,0,7,2.65,0.44,0.3,1.07,0.29,6,18,0,0,1,2,2,2,0,41,Orthodox,0.875,"Campos, Rio de Janeiro Brazil"
Leslie Smith,2016-03-19,1,2,0,1,0,47.66666667,0.403333333,0.0,0.0,0.0,1,6,0,0,0,0,1,0,0,33,Orthodox,0.3333333333333333,"Pleasant Hill, California USA"
Levan Makashvili,2015-06-27,1,0,0,0,1,27.0,0.47,0.0,7.0,0.53,1,3,0,0,1,0,0,0,0,26,Orthodox,1.0,"Oceanside, New York USA"
Li Jingliang,2021-01-16,9,4,0,1,0,4.51,0.42,0.0,1.32,0.39,4,32,0,0,1,2,6,0,0,32,Orthodox,0.6923076923076923,Beijing China
Lina Lansberg,2019-09-28,3,3,0,0,1,2.76,0.57,0.1,0.71,0.33,1,16,0,0,0,3,0,0,0,37,Orthodox,0.5,Malmo Sweden
Lisa Ellis,2015-05-09,0,1,0,1,0,4.0,0.8,1.0,2.0,0.66,0,2,0,0,0,0,0,0,0,32,Orthodox,0.0,"Olympia, Washington USA"
Liz Carmouche,2019-08-10,7,6,0,0,2,2.78,0.54,0.3,2.57,0.51,2,36,0,0,1,4,2,0,0,35,Orthodox,0.5384615384615384,"San Diego, California United States"
Lorenz Larkin,2016-08-20,4,5,0,0,1,39.88888889,0.452222222,0.0,0.111111111,0.055555556,2,22,0,0,1,1,2,0,0,29,Orthodox,0.4444444444444444,"Riverside, California USA"
Louis Gaudinot,2015-01-03,1,3,0,2,0,25.25,0.385,0.5,0.5,0.25,1,9,0,0,0,0,0,1,0,30,Orthodox,0.25,"Hoboken, New Jersey USA"
Louis Smolka,2020-12-05,7,7,0,1,0,4.25,0.46,2.0,1.61,0.34,4,31,0,0,0,2,3,2,0,29,Orthodox,0.5,"Kapolei, HI USA"
Luan Chagas,2018-04-21,1,2,0,0,1,60.66666667,0.466666667,0.333333333,0.333333333,0.083333333,1,8,0,0,0,0,0,1,0,24,Orthodox,0.3333333333333333,Curitiba Brazil
Lucas Martins,2016-04-10,3,3,0,2,0,24.5,0.368333333,0.333333333,0.0,0.0,3,13,0,0,0,0,2,1,0,27,Southpaw,0.5,Minas Gerais Brazil
Lucie Pudilova,2019-08-03,2,3,0,2,0,4.15,0.36,0.6,0.16,0.12,2,15,0,0,0,2,0,0,0,25,Orthodox,0.4,Pribram Czech Republic 
Luis Henrique,2017-03-04,2,1,0,0,2,18.66666667,0.516666667,1.0,2.666666667,0.433333333,2,7,0,0,0,0,0,2,0,23,Orthodox,0.6666666666666666,Rio de Janerio Brazil
Lukasz Sajewski,2016-07-07,0,1,0,1,0,26.0,0.3,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,25,Orthodox,0.0,Gdansk Poland
Luke Barnatt,2015-05-16,3,2,0,2,0,55.0,0.342,0.4,0.4,0.3,3,12,0,0,0,1,1,1,0,27,Orthodox,0.6,Cambridge England
Luke Rockhold,2019-07-06,15,3,0,1,0,4.18,0.48,1.1,0.67,0.3,9,34,3,0,0,2,6,7,0,34,Southpaw,0.8333333333333334,"Santa Cruz, California USA"
Luke Sanders,2021-05-01,4,4,0,1,0,6.61,0.52,0.2,0.71,0.3,2,14,0,0,0,1,2,1,0,35,Southpaw,0.5,"Nashville, Tennessee United States"
Lyman Good,2020-06-20,3,2,0,0,1,5.32,0.49,0.0,0.38,1.0,1,10,0,0,0,0,3,0,0,35,Orthodox,0.6,
Lyoto Machida,2018-05-12,15,8,0,0,1,30.65217391,0.523913043,0.347826087,0.608695652,0.267391304,8,61,5,0,2,6,6,1,0,39,Southpaw,0.6521739130434783,"Los Angeles, California USA"
Magnus Cedenblad,2016-05-08,3,1,0,0,3,13.75,0.5725,0.75,1.5,0.275,3,8,0,0,0,1,0,2,0,34,Orthodox,0.75,Stockholm Sweden
Magomed Bibulatov,2017-10-07,1,0,0,0,1,51.0,0.44,0.0,2.0,0.28,1,3,0,0,0,1,0,0,0,29,Orthodox,1.0,
Magomed Mustafaev,2020-02-22,3,1,0,0,1,3.11,0.57,0.7,0.0,0.0,2,7,0,0,0,0,3,0,0,31,Orthodox,0.75,"Albuquerque, New Mexico USA"
Mairbek Taisumov,2019-09-07,7,1,0,0,6,2.98,0.39,0.0,1.34,0.63,6,13,0,0,0,2,5,0,0,31,Orthodox,0.875,Vienna Austria
Makwan Amirkhani,2021-06-05,6,3,0,1,0,1.4,0.43,1.1,3.61,0.4,3,20,0,0,1,1,1,3,0,32,Southpaw,0.6666666666666666,Turku Finland
