name,date,wins,losses,draw,current_lose_streak,current_win_streak,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_DoctoStoppage,age,Stance,winratio,location
Robert Whittaker,2021-04-17,13,3,0,0,2,4.68,0.41,0.0,0.64,0.34,9,45,2,0,1,7,5,0,0,30,Orthodox,0.8125,"Sydney, NSW Australia"
Rodrigo Damm,2015-01-03,3,3,0,2,0,49.83333333,0.393333333,0.333333333,0.5,0.213333333,2,16,0,0,1,1,0,1,0,34,Orthodox,0.5,"Vila Velha, Espirito Santo Brazil"
Rodrigo de Lima,2015-02-14,0,1,0,1,0,5.0,0.35,2.0,1.0,0.33,0,2,0,0,0,0,0,0,0,23,Orthodox,0.0,"Macapa, Amapa Brazil"
Roger Narvaez,2015-03-14,1,1,0,0,1,25.5,0.28,1.0,0.0,0.0,1,5,0,0,1,0,0,0,0,31,Southpaw,0.5,"Corpus Christi, Texas USA"
Rogerio Nogueira,2020-07-25,19,8,0,1,0,2.39,0.34,0.8,0.67,0.44,7,57,0,0,3,4,8,4,0,44,Southpaw,0.7037037037037037,Rio de Janeiro Brazil
Roland Delorme,2013-09-21,3,1,0,0,1,25.0,0.505,1.5,2.25,0.285,2,8,0,0,0,1,0,2,0,29,Orthodox,0.75,"Winnipeg, Manitoba Canada"
Roldan Sangcha-an,2015-05-16,0,1,0,1,0,36.0,0.44,0.0,1.0,0.5,0,3,0,0,0,0,0,0,0,24,Orthodox,0.0,Baguio City Philippines
Roman Salazar,2015-08-08,0,2,0,2,0,9.5,0.41,0.0,0.5,0.25,0,3,0,0,0,0,0,0,0,27,Orthodox,0.0,"Scottsdale, Arizona USA"
Ron Stallings,2015-09-05,1,1,0,0,1,30.0,0.57,0.0,0.0,0.0,1,4,0,0,0,1,0,0,0,32,Southpaw,0.5,"Camp Springs, Maryland USA"
Ronda Rousey,2016-12-30,6,1,0,1,0,15.85714286,0.492857143,0.714285714,1.142857143,0.392857143,6,10,7,0,0,0,3,3,0,29,Orthodox,0.8571428571428571,"Venice, California USA"
Ronny Markes,2014-03-23,3,1,0,1,0,31.25,0.545,0.5,3.0,0.455,3,12,0,0,1,2,0,0,0,25,Orthodox,0.75,Rio de Janeiro Brazil
Rony Jason,2017-03-11,4,4,0,3,0,17.125,0.46375,0.5,0.375,0.16625,3,15,1,0,0,1,2,1,0,32,Orthodox,0.5,"Quixada, Ceara Brazil"
Rory MacDonald,2016-06-18,9,3,0,1,0,50.5,0.444166667,0.416666667,1.75,0.379166667,5,33,1,0,0,5,3,1,0,26,Orthodox,0.75,"Montreal, Quebec Canada"
Rose Namajunas,2021-04-24,7,3,0,0,1,4.13,0.4,0.8,1.89,0.53,3,28,4,0,1,2,1,3,0,28,Orthodox,0.7,"Denver, Colorado USA"
Ross Pearson,2019-03-30,12,13,0,1,0,44.08,0.4144,0.0,0.6,0.32,3,65,1,0,2,5,4,0,1,34,Orthodox,0.48,Sunderland England
Roy Nelson,2017-04-15,9,9,0,0,1,22.61111111,0.382777778,0.055555556,0.833333333,0.153333333,3,42,1,0,0,1,8,0,0,40,Orthodox,0.5,"Las Vegas, Nevada USA"
Royston Wee,2015-05-16,2,0,0,0,2,13.0,0.64,0.0,4.5,0.8,2,6,0,0,1,1,0,0,0,28,Orthodox,1.0,Singapore
Ruan Potts,2015-02-28,0,2,0,2,0,5.0,0.17,1.0,0.0,0.0,0,3,0,0,0,0,0,0,0,37,Orthodox,0.0,Boksburg South Africa
Ruslan Magomedov,2015-10-03,2,0,0,0,2,55.0,0.415,0.0,0.5,0.5,2,6,0,0,0,2,0,0,0,28,Orthodox,1.0,The Republic of Dagestan Russia
Russell Doane,2018-02-24,3,4,0,0,1,19.28571429,0.408571429,0.571428571,1.428571429,0.19,2,14,0,0,1,0,1,1,0,31,Orthodox,0.42857142857142855,"Honolulu, HI USA"
Rustam Khabilov,2019-02-23,9,2,0,0,6,25.81818182,0.357272727,0.090909091,3.454545455,0.462727273,6,30,0,0,1,6,1,0,1,32,Orthodox,0.8181818181818182,Derbent Dagestan
Ryan Bader,2016-11-19,14,5,0,0,1,25.84210526,0.371578947,0.263157895,2.157894737,0.256842105,5,44,1,0,1,8,4,1,0,33,Orthodox,0.7368421052631579,"Tempe, Arizona USA"
Ryan Benoit,2021-07-31,3,5,0,2,0,2.88,0.39,0.4,0.28,0.22,1,20,0,0,1,0,2,0,0,31,Orthodox,0.375,"Dallas, Texas USA"
Ryan Hall,2021-07-10,4,0,0,0,4,2.3,0.44,0.9,0.29,0.11,4,10,0,0,0,3,0,1,0,36,Southpaw,1.0,"Falls Church, Virginia United States"
Ryan Janes,2017-12-01,1,2,0,2,0,56.0,0.393333333,0.0,0.333333333,0.333333333,1,7,0,0,0,1,0,0,0,36,Orthodox,0.3333333333333333,"Victoria, British Columbia Canada"
Ryan Jimmo,2015-05-30,3,3,0,1,0,28.66666667,0.703333333,0.0,0.333333333,0.25,1,12,0,0,0,1,2,0,0,33,Orthodox,0.5,"Edmonton, Alberta Canada"
Ryan LaFlare,2018-10-06,7,2,0,0,1,43.55555556,0.4,0.222222222,2.333333333,0.311111111,4,28,0,0,0,7,0,0,0,35,Southpaw,0.7777777777777778,"Farmingdale, New York United States"
Sabah Homasi,2018-01-20,0,2,0,2,0,36.0,0.53,0.0,1.0,0.5,0,3,0,0,0,0,0,0,0,29,Orthodox,0.0,"Coconut Creek, FL USA"
Sage Northcutt,2018-07-14,5,2,0,0,2,34.71428571,0.581428571,0.285714286,1.142857143,0.415714286,2,16,0,0,0,3,1,1,0,22,Orthodox,0.7142857142857143,"Katy, Texas USA"
Sai Wang,2014-08-23,0,1,0,1,0,31.0,0.39,0.0,0.0,0.0,0,3,1,0,0,0,0,0,0,28,Southpaw,0.0,Beijing China
Sam Alvey,2021-08-28,10,10,1,5,0,3.29,0.44,0.1,0.07,0.16,4,46,0,0,2,2,5,1,0,35,Southpaw,0.47619047619047616,"Temecula, California United States"
Sam Sicilia,2016-09-17,5,5,0,1,0,22.6,0.401,0.6,1.0,0.376,2,20,0,0,0,2,3,0,0,30,Orthodox,0.5,"Spokane, Washington United States"
Sam Stout,2015-08-23,9,10,0,2,0,52.26315789,0.290526316,0.105263158,0.526315789,0.201578947,2,50,0,0,3,5,1,0,0,31,Orthodox,0.47368421052631576,"London, Ontario Canada"
Santiago Ponzinibbio,2021-06-05,9,3,0,1,0,4.65,0.4,0.0,0.46,0.36,7,26,0,0,0,4,5,0,0,34,Orthodox,0.75,"Coconut Creek, Florida United States"
Saparbeg Safarov,2020-03-07,1,2,0,0,1,4.29,0.48,0.0,2.8,0.41,1,6,0,0,0,1,0,0,0,33,Orthodox,0.3333333333333333,Makhachkala Russia
Sara McMann,2021-01-23,10,5,0,0,1,2.39,0.46,0.6,4.51,0.63,5,34,1,0,1,5,1,3,0,40,Orthodox,0.6666666666666666,"Gaffney, South Carolina United States"
Sarah Kaufman,2015-04-25,1,1,0,0,1,144.5,0.47,0.0,0.5,0.5,1,6,0,0,0,1,0,0,0,29,Orthodox,0.5,"Victoria, British Columbia Canada"
Sarah Moras,2021-01-16,3,5,0,1,0,2.18,0.38,0.9,0.77,0.22,1,21,0,0,0,1,1,1,0,32,Orthodox,0.375,"Kelowna, BC Canada"
Scott Askham,2017-03-18,2,3,0,1,0,23.8,0.586,0.6,0.2,0.1,1,11,0,0,0,0,2,0,0,28,Southpaw,0.4,"Doncaster, Yorkshire England"
Scott Holtzman,2021-04-10,7,4,0,1,0,4.32,0.48,0.2,2.07,0.56,3,30,0,0,0,4,2,1,0,37,Orthodox,0.6363636363636364,"Knoxville , Tennessee USA"
Scott Jorgensen,2015-11-21,4,7,0,2,0,34.72727273,0.411818182,0.181818182,1.727272727,0.32,2,25,0,0,0,2,1,1,0,33,Orthodox,0.36363636363636365,"Boise, ID USA"
Sean O'Connell,2016-12-09,2,4,0,2,0,49.16666667,0.48,0.333333333,0.0,0.0,2,12,0,0,0,0,2,0,0,33,Orthodox,0.3333333333333333,"Salt Lake City, Utah USA"
Sean Soriano,2021-05-15,0,3,0,3,0,3.49,0.61,0.0,1.08,0.42,0,8,0,0,0,0,0,0,0,31,Orthodox,0.0,"Boca Raton, Florida USA"
Sean Spencer,2016-09-10,3,4,0,2,0,62.71428571,0.312857143,0.0,0.142857143,0.071428571,2,21,0,0,1,2,0,0,0,29,Orthodox,0.42857142857142855,"Dallas, Texas USA"
Sean Strickland,2021-07-31,10,3,0,0,4,5.45,0.4,0.3,1.32,0.61,4,33,0,0,2,4,3,1,0,30,Orthodox,0.7692307692307693,"Corona, California USA"
Seohee Ham,2016-11-26,1,2,0,1,0,73.66666667,0.43,0.333333333,0.0,0.0,1,9,0,0,0,1,0,0,0,29,Southpaw,0.3333333333333333,Busan South Korea
Sergio Moraes,2019-05-11,8,4,0,1,0,30.16666667,0.4625,0.416666667,1.083333333,0.3625,4,31,1,0,2,2,1,3,0,36,Orthodox,0.6666666666666666,Curitiba Brazil
Sergio Pettis,2019-09-21,8,5,0,2,0,3.88,0.37,0.4,0.85,0.4,4,40,0,0,1,7,0,0,0,26,Orthodox,0.6153846153846154,"Milwaukee, Wisconsin USA"
Seth Baczynski,2015-04-11,5,5,0,2,0,31.0,0.336,0.5,0.6,0.117,4,22,0,0,1,1,1,2,0,33,Orthodox,0.5,"Apache Junction, Arizona USA"
Shamil Abdurakhimov,2021-09-25,5,3,0,1,0,2.53,0.43,0.2,1.14,0.24,3,19,0,0,1,2,2,0,0,40,Orthodox,0.625,Dagestan Russia
Shane Burgos,2021-05-15,6,2,0,1,0,7.29,0.49,0.1,0.27,1.0,3,22,0,0,1,2,2,1,0,30,Orthodox,0.75,"Monroe, New York USA"
Shane Campbell,2016-05-29,1,2,0,1,0,50.33333333,0.563333333,0.0,1.333333333,0.353333333,1,7,0,0,0,1,0,0,0,29,Orthodox,0.3333333333333333,"Kelowna, BC Canada"
Shane Howell,2015-01-18,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,31,Orthodox,0.0,"Oklahoma City, Oklahoma USA"
Shawn Jordan,2015-10-03,6,3,0,0,3,23.88888889,0.483333333,0.0,0.888888889,0.277777778,3,16,0,0,0,0,6,0,0,30,Southpaw,0.6666666666666666,"Baton Rouge, Louisiana USA"
Shayna Baszler,2015-03-21,0,1,0,1,0,8.0,0.26,1.0,1.0,0.25,0,2,0,0,0,0,0,0,0,34,Orthodox,0.0,"Venice, California USA"
Sheldon Westcott,2016-01-02,0,2,0,2,0,15.0,0.39,0.0,2.5,0.385,0,5,1,0,0,0,0,0,0,31,Southpaw,0.0,"St. Albert, Alberta Canada"
Shinsho Anzai,2018-06-23,2,1,0,0,2,35.0,0.61,0.0,1.333333333,0.42,2,7,0,0,0,1,0,0,1,32,Orthodox,0.6666666666666666,Tokyo Japan
Sirwan Kakai,2015-08-08,1,0,0,0,1,52.0,0.35,0.0,5.0,0.5,1,3,0,0,0,1,0,0,0,25,Orthodox,1.0,Gothenburg Sweden
Siyar Bahadurzada,2019-09-28,4,3,0,1,3,3.23,0.49,0.3,1.32,0.61,3,17,0,0,0,0,3,1,0,35,Orthodox,0.5714285714285714,"Boca Raton, FL USA"
Soa Palelei,2015-08-01,4,2,0,0,1,17.0,0.62,0.0,1.333333333,0.7,3,13,0,0,0,0,4,0,0,38,Orthodox,0.6666666666666666,Perth Australia
Stefan Struve,2020-10-24,13,10,0,1,0,3.13,0.47,1.7,0.58,0.5,4,45,0,1,0,1,5,6,0,32,Orthodox,0.5652173913043478,Beverwijk The Netherlands
Stephen Thompson,2021-07-10,11,4,1,0,2,4.06,0.43,0.0,0.3,0.45,7,48,2,0,0,6,5,0,0,38,Orthodox,0.6875,"Simpsonville, South Carolina United States"
Steve Bosse,2016-06-18,1,1,0,0,1,2.5,0.205,0.0,0.0,0.0,1,2,0,0,0,0,1,0,0,34,Orthodox,0.5,"St-Jean Sur Richelieu, Quebec Canada"
Steve Kennedy,2015-11-14,0,1,0,1,0,3.0,0.25,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,32,Orthodox,0.0,Morley Western Australia
Steve Montgomery,2015-11-14,0,1,0,1,0,9.0,0.32,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,24,Southpaw,0.0,"Coconut Creek, Florida United States"
Steven Siler,2014-07-26,5,3,0,2,0,33.75,0.44625,1.25,0.375,0.0925,3,18,0,0,0,3,1,1,0,27,Orthodox,0.625,"Ogden, UT USA"
Stevie Ray,2019-06-01,6,3,0,0,1,40.22222222,0.45,0.555555556,0.555555556,0.231111111,3,22,0,1,1,2,2,0,0,29,Southpaw,0.6666666666666666,Fife Scotland
Stipe Miocic,2021-03-27,14,3,0,0,2,4.82,0.53,0.0,1.86,0.34,6,44,7,0,0,5,9,0,0,38,Orthodox,0.8235294117647058,"Independence, Ohio USA"
Sultan Aliev,2019-04-20,1,2,0,1,0,11.66666667,0.52,0.0,1.0,0.33,1,6,0,0,1,0,0,0,0,34,Orthodox,0.3333333333333333,"Coconut Creek, Florida USA"
TJ Dillashaw,2021-07-24,12,4,0,1,0,5.26,0.41,0.8,1.63,0.3,4,43,7,0,0,4,7,1,0,35,Orthodox,0.75,"Denver, Colorado USA"
TJ Waldburger,2014-02-22,4,3,0,1,0,11.71428571,0.588571429,2.571428571,1.714285714,0.542857143,2,12,0,0,0,1,0,3,0,25,Orthodox,0.5714285714285714,"Belton, Texas USA"
Tae Hyun Bang,2016-09-03,2,2,0,0,1,31.5,0.385,0.5,0.5,0.5,1,10,0,0,1,0,1,0,0,33,Switch,0.5,Seoul South Korea
Takanori Gomi,2017-09-22,4,8,0,4,0,30.41666667,0.2825,0.0,0.083333333,0.041666667,2,22,0,0,1,1,2,0,0,39,Southpaw,0.3333333333333333,Tokyo Japan
Takenori Sato,2014-09-20,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,29,Southpaw,0.0,Tokyo Japan
Takeya Mizugaki,2016-12-17,8,5,0,1,0,46.15384615,0.38,0.076923077,1.230769231,0.328461538,5,34,0,0,3,4,1,0,0,33,Orthodox,0.6153846153846154,Kanagawa Japan
Tamdan McCrory,2016-10-01,4,4,0,1,0,18.0,0.5,1.375,1.375,0.35,1,16,0,0,0,1,1,2,0,29,Switch,0.5,"Binghamton, New York United States"
Tarec Saffiedine,2017-06-17,2,3,0,2,0,60.0,0.448,0.2,0.6,0.132,1,17,0,0,0,2,0,0,0,30,Switch,0.4,"Brussels, Belgium USA"
Tateki Matsuda,2015-01-18,0,1,0,1,0,41.0,0.36,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,28,Orthodox,0.0,"Somerville, Massachusetts USA"
Tatiana Suarez,2019-06-08,4,0,0,0,4,42.75,0.6375,0.5,4.5,0.8175,4,8,1,0,0,1,1,2,0,28,Southpaw,1.0,"Rancho Cucamonga, California USA"
Tatsuya Kawajiri,2016-08-06,3,2,0,1,0,22.6,0.6,0.4,3.0,0.324,2,14,0,0,0,2,0,1,0,38,Orthodox,0.6,Ibaraki Japan
Taylor Lapilus,2016-09-03,2,1,0,1,0,43.66666667,0.436666667,0.666666667,0.666666667,0.22,2,8,0,0,0,1,1,0,0,24,Southpaw,0.6666666666666666,Paris France
Tecia Torres,2021-08-07,8,5,0,0,2,4.71,0.48,0.1,0.71,0.15,3,36,0,0,0,6,1,1,0,31,Orthodox,0.6153846153846154,"Coconut Creek, Florida United States"
Teemu Packalen,2019-09-07,1,2,0,1,0,2.57,0.54,1.5,2.31,0.25,1,5,0,0,0,0,0,1,0,32,Orthodox,0.3333333333333333,Turku Finland
Teruto Ishihara,2019-02-09,3,5,0,2,0,34.75,0.4675,0.0,0.375,0.0725,2,19,0,0,0,1,2,0,0,27,Southpaw,0.375,Osaka Japan
Thales Leites,2018-09-22,12,8,0,2,0,25.4,0.417,1.0,1.75,0.2735,5,54,1,0,1,4,2,5,0,37,Orthodox,0.6,Rio de Janeiro Brazil
Thiago Alves,2019-05-11,15,10,0,0,1,41.4,0.4564,0.24,0.52,0.3196,7,61,1,0,1,5,7,1,1,35,Orthodox,0.6,"Coconut Creek, Florida USA"
Thiago Perpetuo,2014-03-23,1,1,0,1,0,43.0,0.68,0.0,1.0,0.625,1,4,0,0,0,0,1,0,0,26,Orthodox,0.5,"Santo Andre, Sao Paulo Brazil"
Thiago Santos,2021-10-02,13,8,0,3,0,3.95,0.48,0.1,0.61,0.36,4,43,1,0,0,2,11,0,0,37,Orthodox,0.6190476190476191,Rio de Janeiro Brazil
Thiago Tavares,2016-07-08,10,7,0,0,1,19.23529412,0.429411765,0.941176471,2.352941176,0.464705882,2,37,0,0,0,4,1,5,0,31,Orthodox,0.5882352941176471,Florianopolis Brazil
Thibault Gouti,2018-10-27,1,4,0,1,0,20.4,0.312,0.2,0.8,0.16,1,9,0,0,0,0,1,0,0,31,Orthodox,0.2,Avignon France
Thomas Almeida,2021-03-27,5,4,0,3,0,4.84,0.43,0.0,0.17,0.14,4,18,0,0,0,1,4,0,0,29,Southpaw,0.5555555555555556,Sao Paulo Brazil
Tiago Trator,2015-09-05,1,1,0,1,0,34.5,0.48,0.0,0.0,0.0,1,4,0,0,0,1,0,0,0,28,Orthodox,0.5,Rio de Janeiro Brazil
Tim Boetsch,2019-03-09,12,11,0,1,0,25.82608696,0.51173913,0.47826087,0.913043478,0.171304348,4,48,0,0,2,3,7,0,0,38,Orthodox,0.5217391304347826,"Sunbury, Pennsylvania United States"
Tim Elliott,2021-03-06,5,9,0,0,1,3.35,0.45,1.1,4.01,0.49,2,36,1,0,0,4,0,1,0,34,Southpaw,0.35714285714285715,"Lee's Summit, Missouri USA"
Tim Johnson,2018-02-03,3,3,0,1,0,34.5,0.431666667,0.0,1.0,0.261666667,1,14,0,0,1,1,1,0,0,32,Southpaw,0.5,"Fargo, North Dakota United States"
Tim Kennedy,2016-12-10,3,1,0,1,0,37.0,0.4525,0.25,1.75,0.2375,3,12,0,0,0,2,1,0,0,37,Orthodox,0.75,"Austin, TX United States"
Tim Means,2021-06-26,13,9,0,0,2,5.16,0.48,0.2,0.92,0.41,4,51,0,0,1,5,5,2,0,37,Orthodox,0.5909090909090909,"Albuquerque, New Mexico USA"
Todd Duffee,2015-07-15,3,1,0,0,2,20.75,0.555,0.0,0.0,0.0,2,6,0,0,0,0,3,0,0,29,Orthodox,0.75,"Boca Raton, Florida USA"
Tom Breese,2021-01-20,5,2,0,0,1,3.77,0.51,0.3,0.0,0.0,3,11,0,0,0,1,4,0,0,29,Southpaw,0.7142857142857143,Birmingham England
Tom Duquesnoy,2018-03-17,1,1,0,1,0,34.5,0.53,0.0,0.5,0.5,1,5,0,0,0,0,1,0,0,24,Orthodox,0.5,"Albuquerque , New Mexico United States"
Tom Lawlor,2016-03-05,6,4,0,0,2,21.3,0.407,0.9,1.5,0.16,2,21,0,0,0,2,2,2,0,32,Southpaw,0.6,"Las Vegas, Nevada USA"
Tom Niinimaki,2014-08-23,1,1,0,1,0,12.0,0.625,0.0,3.0,0.47,1,4,0,0,1,0,0,0,0,32,Orthodox,0.5,Turku Finland
Tom Watson,2015-08-08,2,4,0,1,0,53.0,0.426666667,0.0,0.0,0.0,1,17,0,0,0,1,1,0,0,33,Orthodox,0.3333333333333333,Southampton England
Tony Ferguson,2021-05-15,15,3,0,2,0,5.15,0.45,1.1,0.42,0.42,12,43,2,0,1,3,5,6,0,37,Orthodox,0.8333333333333334,"Orange County, California United States"
Tony Sims,2016-01-02,1,1,0,1,0,16.5,0.655,0.5,0.0,0.0,1,4,0,0,0,0,1,0,0,30,Southpaw,0.5,"Denver, Colorado United States"
Tor Troeng,2014-10-04,1,2,0,2,0,13.66666667,0.543333333,0.333333333,0.666666667,0.4,1,7,0,0,0,0,0,1,0,31,Orthodox,0.3333333333333333,Umea Sweden
Travis Browne,2017-07-08,9,7,0,3,0,22.8125,0.46375,0.125,0.625,0.30125,3,29,0,0,0,1,7,1,0,34,Orthodox,0.5625,"San Diego, California United States"
Trevor Smith,2018-12-15,5,5,0,1,0,42.5,0.552,0.6,1.6,0.255,2,26,0,0,1,4,0,0,0,37,Orthodox,0.5,"Tukwila, Washington USA"
Tyron Woodley,2021-03-27,17,6,1,3,0,2.36,0.48,0.4,1.06,0.4,8,68,6,1,3,3,6,4,0,38,Orthodox,0.7083333333333334,"St. Louis, Missouri United States"
Tyson Pedro,2018-12-01,3,2,0,1,0,15.8,0.612,0.6,0.4,0.2,2,7,0,0,0,0,1,2,0,27,Orthodox,0.6,Sydeny  Australia 
Ulka Sasaki,2018-11-17,4,4,0,0,1,16.5,0.4375,0.625,1.625,0.30375,1,15,0,0,0,0,0,4,0,29,Southpaw,0.5,Shizuoka Japan
Uriah Hall,2021-07-31,10,7,0,0,4,3.47,0.49,0.2,0.58,0.38,4,37,0,0,1,1,8,0,0,37,Orthodox,0.5882352941176471,"Queens, New York USA"
Urijah Faber,2019-07-13,19,9,0,0,1,2.65,0.4,0.8,1.54,0.3,6,78,4,0,0,5,2,12,0,40,Orthodox,0.6785714285714286,"Sacramento, California USA"
Vagner Rocha,2014-11-07,1,2,0,1,0,23.66666667,0.41,1.333333333,1.0,0.38,1,6,0,0,0,0,0,1,0,32,Orthodox,0.3333333333333333,"Pembroke Pines, FL USA"
Valentina Shevchenko,2021-09-25,10,2,0,0,7,3.21,0.52,0.3,2.62,0.64,7,42,7,0,1,4,3,2,0,33,Southpaw,0.8333333333333334,Lima Peru
Valerie Letourneau,2016-06-18,3,1,0,1,0,78.5,0.365,0.5,1.0,0.55,3,14,1,0,1,2,0,0,0,33,Orthodox,0.75,"Coconut Creek, FL USA"
Valmir Lazaro,2015-11-21,1,1,0,0,1,89.0,0.365,0.0,2.0,0.2,1,6,0,0,1,0,0,0,0,30,Orthodox,0.5,Rio de Janeiro Brazil
Vaughan Lee,2015-07-18,3,4,0,1,0,33.0,0.537142857,0.571428571,0.571428571,0.062857143,1,14,0,0,0,2,0,1,0,32,Orthodox,0.42857142857142855,Birmingham England
Veronica Macedo,2020-03-14,1,3,0,0,1,1.9,0.45,0.8,0.8,1.0,1,9,0,0,0,0,0,1,0,24,Southpaw,0.25,Poznan Poland
Vicente Luque,2021-08-07,13,3,0,0,3,5.65,0.54,1.0,0.64,0.5,6,31,0,0,1,0,8,4,0,29,Orthodox,0.8125,Brasília Brasil
Vik Grujic,2015-05-09,1,2,0,1,0,8.666666667,0.496666667,0.0,0.666666667,0.276666667,1,5,0,0,0,0,1,0,0,38,Orthodox,0.3333333333333333,"Melbourne, Victoria Australia"
Viktor Pesta,2017-01-15,1,3,0,2,0,18.0,0.3925,0.0,2.5,0.1975,1,11,0,0,0,1,0,0,0,26,Orthodox,0.25,Prague Czech Republic
Vinc Pichel,2021-08-21,6,2,0,0,2,3.42,0.45,0.3,3.29,0.54,4,19,0,0,0,5,1,0,0,38,Orthodox,0.75,"Simi Valley, CA USA"
Viscardi Andrade,2016-03-19,2,1,0,0,1,38.0,0.473333333,0.0,0.333333333,0.166666667,1,7,0,0,0,1,1,0,0,32,Orthodox,0.6666666666666666,São Paulo Brazil
Vitor Belfort,2018-05-12,15,10,0,0,1,11.4,0.5072,0.32,0.24,0.11,3,38,6,0,0,1,11,2,1,41,Southpaw,0.6,Rio de Janerio Brazil
Vitor Miranda,2017-06-25,3,2,0,1,0,33.0,0.558,0.0,0.4,0.3,3,11,1,0,0,0,3,0,0,38,Orthodox,0.6,Rio de Janeiro Brazil
Viviane Pereira,2018-06-23,2,1,0,1,0,39.33333333,0.396666667,0.333333333,0.333333333,0.333333333,2,9,0,0,1,1,0,0,0,24,Orthodox,0.6666666666666666,"Fortaleza, Ceara Brazil"
Volkan Oezdemir,2020-07-11,5,3,0,0,2,4.88,0.45,0.0,0.39,0.22,3,18,1,0,2,0,3,0,0,30,Orthodox,0.625,"Coconut Creek, Florida United States"
Wagner Silva,2014-11-08,0,1,0,1,0,17.0,0.32,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,27,Orthodox,0.0,Rio de Janeiro Brazil
Walt Harris,2021-06-05,6,8,0,2,0,3.05,0.39,0.1,0.29,0.28,3,26,0,0,0,0,6,0,0,37,Southpaw,0.42857142857142855,"Coconut Creek, Florida USA"
Warlley Alves,2021-06-26,8,4,0,0,1,3.09,0.47,1.0,1.48,0.54,4,28,0,0,0,2,3,3,0,30,Orthodox,0.6666666666666666,Rio de Janeiro Brazil
Will Brooks,2017-11-18,1,2,0,2,0,33.33333333,0.756666667,0.0,1.666666667,0.22,1,7,0,0,0,1,0,0,0,31,Orthodox,0.3333333333333333,"Coconut Creek, Florida United States"
Will Campuzano,2014-03-15,0,3,0,3,0,39.66666667,0.38,0.0,1.666666667,0.333333333,0,9,0,0,0,0,0,0,0,27,Orthodox,0.0,"Dallas, TX USA"
William Patolino,2015-02-22,1,2,0,1,0,64.0,0.516666667,0.0,1.666666667,0.333333333,1,8,1,0,0,1,0,0,0,23,Orthodox,0.3333333333333333,Rio de Janeiro Brazil
Willie Gates,2016-05-08,1,2,0,1,0,18.0,0.42,0.333333333,0.0,0.0,1,7,0,0,0,0,1,0,0,29,Orthodox,0.3333333333333333,"Fontana, California USA"
Wilson Reis,2019-04-13,7,5,0,0,1,22.5,0.320833333,0.5,4.166666667,0.398333333,3,31,1,0,0,5,0,2,0,34,Southpaw,0.5833333333333334,"San Diego, California United States"
Yair Rodriguez,2019-10-18,7,1,0,0,1,4.33,0.45,0.9,0.9,0.29,6,26,0,0,2,2,3,0,0,27,Orthodox,0.875,"Chicago, Illinois USA"
Yan Cabral,2016-05-08,2,2,0,1,0,20.75,0.51,1.0,2.5,0.4175,1,11,0,0,0,1,0,1,0,32,Orthodox,0.5,Barcelona Spain
Yancy Medeiros,2021-06-26,8,7,0,3,0,4.05,0.35,0.5,0.12,0.25,3,31,0,0,1,1,3,3,0,33,Orthodox,0.5333333333333333,"Makaha, Hawaii USA"
Yao Zhikui,2015-11-28,1,1,0,0,1,18.0,0.24,0.0,0.5,0.08,1,6,0,0,1,0,0,0,0,24,Orthodox,0.5,Beijing China
Yaotzin Meza,2016-02-27,2,4,0,1,0,16.0,0.428333333,1.333333333,1.0,0.35,1,15,0,0,0,1,0,1,0,35,Orthodox,0.3333333333333333,"Glendale, Arizona USA"
Yoel Romero,2020-03-07,9,4,0,2,0,3.71,0.49,0.0,1.79,0.31,8,40,2,0,1,1,7,0,0,42,Southpaw,0.6923076923076923,"Coconut Creek, FL USA"
Yosdenis Cedeno,2015-07-11,1,2,0,1,0,18.66666667,0.366666667,0.0,0.0,0.0,1,7,0,0,0,0,0,0,1,30,Orthodox,0.3333333333333333,"Miami, FL USA"
Yoshihiro Akiyama,2015-11-28,2,4,0,0,1,37.16666667,0.323333333,0.166666667,2.0,0.441666667,1,16,0,0,1,1,0,0,0,40,Orthodox,0.3333333333333333,
Yui Chul Nam,2015-11-28,1,1,0,1,0,53.0,0.535,0.5,1.5,0.83,1,6,0,0,1,0,0,0,0,34,Orthodox,0.5,Seoul South Korea
Yves Edwards,2014-11-22,10,10,0,4,0,27.8,0.4705,0.5,0.3,0.2165,6,45,0,0,1,2,5,2,0,38,Southpaw,0.5,"Austin, Texas USA"
Yves Jabouin,2015-08-23,5,4,0,1,0,32.77777778,0.432222222,0.0,1.222222222,0.364444444,3,20,0,0,3,2,0,0,0,36,Orthodox,0.5555555555555556,"Montreal, Quebec Canada"
