name,date,wins,losses,draw,current_lose_streak,current_win_streak,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_DoctoStoppage,age,Stance,Height_cms,Reach_cms,winratio
Aalon Cruz,2021-03-06,1,1,0,1,0,7.58,0.39,0.0,0.0,0.0,1,4,0,0,0,0,1,0,0,31,Switch,182.88,198.12,0.5
Aaron Phillips,2020-07-15,0,2,0,2,0,1.87,0.59,0.5,0.0,0.0,0,6,0,0,0,0,0,0,0,30,Southpaw,175.26,177.8,0.0
Aaron Riley,2013-07-27,3,5,0,1,0,36.0,0.36875,0.125,1.0,0.28375,1,17,0,0,0,3,0,0,0,32,Southpaw,172.72,175.26,0.375
Aaron Rosa,2012-03-02,1,1,0,0,1,66.0,0.495,0.0,0.0,0.0,1,6,0,1,0,0,0,0,0,28,Orthodox,193.04,198.12,0.5
Aaron Simpson,2012-10-05,7,3,0,0,1,42.6,0.55,0.3,3.1,0.391,3,26,0,0,1,4,2,0,0,38,Orthodox,182.88,185.42,0.7
Abdul Razak Alhassan,2021-08-28,4,4,0,3,0,3.71,0.48,0.0,0.53,0.28,3,14,0,0,0,0,4,0,0,36,Orthodox,177.8,185.42,0.5
Abel Trujillo,2017-12-16,6,4,0,1,0,24.4,0.372,0.3,1.4,0.543,3,21,0,0,0,1,3,1,0,34,Orthodox,172.72,177.8,0.6
Abu Azaitar,2021-03-27,1,0,0,0,1,5.21,0.44,0.0,0.5,0.25,1,3,0,0,0,1,0,0,0,35,Orthodox,175.26,193.04,1.0
Abubakar Nurmagomedov,2021-03-27,0,1,0,1,0,3.59,0.49,0.0,1.68,0.33,0,1,0,0,0,0,0,0,0,31,Orthodox,180.34,182.88,0.0
Adam Milstead,2018-12-15,1,2,0,2,0,39.0,0.643333333,0.0,0.0,0.0,1,7,0,0,0,0,1,0,0,31,Orthodox,190.5,193.04,0.3333333333333333
Adam Wieczorek,2018-11-03,2,0,0,0,2,27.5,0.46,0.5,0.0,0.0,2,5,0,0,0,1,0,1,0,26,Orthodox,195.58,205.74,1.0
Adlan Amagov,2013-10-19,1,0,0,0,1,38.0,0.38,0.0,6.0,0.6,1,3,0,0,0,1,0,0,0,26,Orthodox,187.96,193.04,1.0
Adrian Yanez,2021-07-24,3,0,0,0,3,6.13,0.38,0.0,0.0,0.0,3,5,0,0,0,0,3,0,0,27,Orthodox,170.18,177.8,1.0
Adriano Martins,2017-09-09,4,2,0,1,0,14.5,0.443333333,0.166666667,0.666666667,0.291666667,3,11,0,0,1,0,2,1,0,34,Southpaw,177.8,182.88,0.6666666666666666
Aiemann Zahabi,2021-02-20,2,2,0,0,1,2.82,0.4,0.0,0.33,0.16,1,1,0,0,0,0,0,0,0,33,Orthodox,172.72,172.72,0.5
Aisling Daly,2015-10-24,1,1,0,1,0,21.5,0.51,1.0,1.5,0.45,1,4,0,0,0,0,0,1,0,27,Switch,157.48,162.56,0.5
Akbarh Arreola,2015-11-14,1,2,0,1,0,25.33333333,0.44,0.333333333,1.0,0.666666667,1,7,0,0,0,0,0,1,0,32,Southpaw,177.8,180.34,0.3333333333333333
Akira Corassani,2015-01-24,3,2,0,2,0,25.8,0.452,0.0,0.4,0.066,3,10,0,0,1,1,0,0,0,32,Orthodox,172.72,172.72,0.6
Al Iaquinta,2019-10-05,9,4,0,1,0,4.06,0.4,0.2,0.64,0.18,5,38,1,0,1,4,4,0,0,32,Orthodox,177.8,177.8,0.6923076923076923
Alan Baudot,2021-07-17,0,1,0,1,0,7.81,0.61,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,33,Orthodox,190.5,200.66,0.0
Alan Belcher,2013-04-27,9,5,0,1,0,24.5,0.410714286,0.571428571,0.285714286,0.188571429,4,28,0,0,1,0,4,3,1,29,Orthodox,187.96,185.42,0.6428571428571429
Alan Jouban,2020-11-21,7,5,0,1,0,4.85,0.5,0.0,0.59,0.5,3,24,0,0,0,3,4,0,0,38,Southpaw,182.88,185.42,0.5833333333333334
Alan Patrick,2020-09-12,5,2,0,1,0,1.88,0.43,0.4,3.92,0.4,3,18,0,0,0,4,1,0,0,37,Southpaw,180.34,187.96,0.7142857142857143
Albert Morales,2017-07-16,1,2,0,0,1,51.0,0.333333333,0.0,0.666666667,0.276666667,1,8,0,0,1,0,0,0,0,26,Orthodox,175.26,182.88,0.3333333333333333
Albert Tumenov,2016-10-08,5,2,0,1,0,35.28571429,0.414285714,0.0,0.142857143,0.142857143,5,14,0,0,1,1,3,0,0,24,Orthodox,180.34,185.42,0.7142857142857143
Alberto Mina,2018-05-12,3,0,0,0,3,39.66666667,0.466666667,0.0,1.333333333,0.376666667,3,6,0,0,1,0,2,0,0,36,Orthodox,182.88,195.58,1.0
Alejandro Perez,2021-10-02,7,3,1,2,0,3.45,0.35,0.4,0.61,0.23,4,25,0,0,1,3,3,0,0,32,Orthodox,167.64,165.1,0.6363636363636364
Aleksa Camur,2021-06-19,2,1,0,1,0,4.78,0.59,0.0,0.59,0.25,2,8,0,0,0,1,1,0,0,25,Orthodox,185.42,187.96,0.6666666666666666
Aleksandar Rakic,2021-03-06,5,1,0,0,1,4.23,0.52,0.2,0.75,0.25,4,14,0,0,0,3,2,0,0,29,Orthodox,193.04,198.12,0.8333333333333334
Aleksei Kunchenko,2020-03-14,2,1,0,1,0,3.62,0.42,0.0,0.33,0.33,2,9,0,0,0,2,0,0,0,35,Orthodox,172.72,177.8,0.6666666666666666
Aleksei Oleinik,2021-06-19,8,6,0,2,0,3.55,0.5,2.2,2.16,0.46,2,22,0,0,1,0,1,6,0,43,Orthodox,187.96,203.2,0.5714285714285714
Alen Amedovski,2019-09-28,0,1,0,0,1,0.52,0.28,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,31,Orthodox,177.8,187.96,0.0
Alessandro Ricci,2017-02-19,0,1,0,1,0,28.0,0.46,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,34,Orthodox,180.34,175.26,0.0
Alessio Di Chirico,2021-08-28,4,5,0,0,1,3.3,0.41,0.0,1.62,0.45,2,22,0,0,2,0,2,0,0,31,Orthodox,182.88,187.96,0.4444444444444444
Alessio Sakara,2012-11-17,6,7,0,2,0,19.61538462,0.451538462,0.0,0.769230769,0.115384615,3,20,0,0,1,1,4,0,0,31,Orthodox,182.88,182.88,0.46153846153846156
Alex Caceres,2021-02-27,12,10,0,0,3,4.1,0.5,0.8,0.57,0.78,4,59,0,0,3,5,1,3,0,32,Southpaw,177.8,185.42,0.5454545454545454
Alex Chambers,2015-09-05,1,1,0,0,1,28.0,0.6,1.0,1.5,0.7,1,4,0,0,0,0,0,1,0,36,Switch,160.02,160.02,0.5
Alex Da Silva,2020-09-26,1,1,0,0,1,1.08,0.43,0.0,2.59,0.57,1,5,0,0,0,1,0,0,0,24,Orthodox,172.72,185.42,0.5
Alex Garcia,2018-10-27,5,4,0,1,0,20.55555556,0.32,0.111111111,3.111111111,0.465555556,2,22,0,0,1,1,2,1,0,31,Orthodox,175.26,182.88,0.5555555555555556
Alex Morono,2021-09-04,8,4,0,0,1,5.14,0.42,0.4,0.38,0.25,3,30,0,0,1,4,2,1,0,31,Orthodox,180.34,182.88,0.6666666666666666
Alex Munoz,2020-08-08,0,0,0,0,0,4.07,0.63,0.0,4.0,0.66,0,0,0,0,0,0,0,0,0,30,Switch,175.26,175.26,
Alex Nicholson,2017-05-28,1,2,0,1,0,38.66666667,0.446666667,0.0,0.0,0.0,1,6,0,0,0,0,1,0,0,27,Orthodox,193.04,205.74,0.3333333333333333
Alex Oliveira,2021-10-02,11,8,0,2,0,2.97,0.51,0.5,2.27,0.37,4,44,0,0,1,3,4,3,0,33,Orthodox,180.34,193.04,0.5789473684210527
Alex Perez,2020-11-21,7,1,0,0,3,4.68,0.47,1.4,3.03,0.5,4,13,0,0,0,2,2,3,0,28,Orthodox,167.64,165.1,0.875
Alex Soto,2012-05-15,0,1,0,1,0,6.0,0.75,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,28,Southpaw,172.72,180.34,0.0
Alex White,2019-10-26,4,5,0,0,1,3.76,0.42,0.5,0.92,0.28,0,22,0,0,0,2,2,0,0,31,Southpaw,182.88,180.34,0.4444444444444444
Alexa Grasso,2021-02-13,4,3,0,0,1,5.35,0.42,0.5,0.32,0.4,1,19,0,0,1,3,0,0,0,27,Orthodox,165.1,167.64,0.5714285714285714
Alexander Gustafsson,2020-07-25,10,6,0,2,0,4.02,0.4,0.4,1.56,0.39,6,42,3,0,0,3,5,2,0,33,Orthodox,195.58,200.66,0.625
Alexander Hernandez,2021-10-02,4,3,0,1,0,3.79,0.36,0.0,1.57,0.35,2,15,0,0,0,2,2,0,0,29,Orthodox,175.26,182.88,0.5714285714285714
Alexander Munoz,2021-04-17,1,1,0,1,0,3.96,0.43,0.0,3.0,0.39,1,6,0,0,0,1,0,0,0,31,Switch,175.26,182.88,0.5
Alexander Volkanovski,2021-09-25,9,0,0,0,9,6.42,0.56,0.3,1.77,0.34,9,28,2,0,1,5,3,0,0,32,Orthodox,167.64,180.34,1.0
Alexander Volkov,2021-06-26,7,2,0,0,2,4.88,0.59,0.2,0.66,0.7,4,28,0,0,1,2,4,0,0,32,Orthodox,200.66,203.2,0.7777777777777778
Alexander Yakovlev,2020-10-24,3,5,0,1,0,1.79,0.47,0.2,1.56,0.33,2,20,0,0,0,1,1,1,0,36,Southpaw,190.5,187.96,0.375
Alexandr Romanov,2020-11-07,1,0,0,0,1,5.87,0.37,3.2,6.41,1.0,1,2,0,0,0,0,0,1,0,29,Southpaw,187.96,190.5,1.0
Alexandra Albu,2019-10-26,2,1,0,1,0,4.83,0.47,0.4,2.27,0.5,2,6,0,0,0,1,0,1,0,29,Orthodox,157.48,160.02,0.6666666666666666
Alexandre Pantoja,2021-08-21,7,3,0,0,1,4.24,0.48,1.1,1.26,0.38,3,24,0,0,1,2,2,2,0,31,Orthodox,165.1,170.18,0.7
Alexis Davis,2021-06-12,9,6,0,0,1,4.55,0.47,0.7,0.94,0.42,3,40,1,0,2,5,1,1,0,36,Orthodox,167.64,172.72,0.6
Ali AlQaisi,2020-10-10,0,1,0,1,0,2.93,0.41,1.0,2.0,0.22,0,3,0,0,0,0,0,0,0,30,Orthodox,167.64,172.72,0.0
Ali Bagautinov,2016-11-19,4,2,0,0,1,47.83333333,0.436666667,0.333333333,2.833333333,0.355,3,20,1,0,0,3,1,0,0,31,Orthodox,162.56,165.1,0.6666666666666666
Ali Qaisi,2020-08-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,29,Orthodox,172.72,172.72,
Alistair Overeem,2021-02-06,33,15,0,0,2,3.71,0.64,0.8,1.44,0.56,11,83,1,1,0,4,20,8,0,40,Orthodox,193.04,203.2,0.6875
Aljamain Sterling,2021-03-06,11,3,0,0,5,4.84,0.49,0.9,1.77,0.24,5,36,0,0,0,6,1,4,0,31,Orthodox,170.18,180.34,0.7857142857142857
Allen Crowder,2019-06-22,1,1,0,0,1,2.95,0.51,1.2,1.85,0.33,1,3,0,0,0,0,0,0,0,29,Orthodox,190.5,193.04,0.5
Alonzo Menifield,2021-08-07,5,2,0,0,1,4.13,0.54,0.3,0.56,0.25,4,10,0,0,0,0,4,1,0,33,Orthodox,182.88,193.04,0.7142857142857143
Alptekin Ozkilic,2014-07-16,1,1,0,1,0,43.5,0.27,0.0,6.0,0.82,1,6,0,0,1,0,0,0,0,28,Orthodox,165.1,165.1,0.5
Alvaro Herrera,2018-07-28,1,2,0,2,0,6.0,0.393333333,0.333333333,0.0,0.0,1,4,0,0,0,0,1,0,0,28,Orthodox,182.88,187.96,0.3333333333333333
Amanda Cooper,2018-11-10,2,3,0,1,0,24.6,0.36,0.8,0.6,0.198,1,8,1,0,0,1,1,0,0,27,Switch,160.02,162.56,0.4
Amanda Lemos,2021-07-17,3,1,0,0,3,6.32,0.63,0.5,1.95,1.0,3,7,0,0,0,1,1,1,0,34,Southpaw,162.56,165.1,0.75
Amanda Nunes,2021-03-06,14,2,0,0,11,4.5,0.51,0.9,2.5,0.53,11,37,8,0,1,3,8,2,0,32,Orthodox,172.72,175.26,0.875
Amanda Ribas,2021-01-23,4,0,0,0,4,4.71,0.45,1.9,2.28,0.54,4,9,0,0,0,2,0,2,0,27,Orthodox,160.02,167.64,1.0
Amilcar Alves,2011-01-22,0,1,0,1,0,4.0,0.4,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,22,Southpaw,182.88,185.42,0.0
Amir Albazi,2021-01-23,1,0,0,0,1,2.55,0.42,3.2,3.19,1.0,1,1,0,0,0,0,0,1,0,27,Orthodox,165.1,172.72,1.0
Amir Sadollah,2014-09-20,6,4,0,1,0,57.9,0.421,0.3,0.5,0.233,2,25,1,0,1,3,1,1,0,34,Orthodox,177.8,187.96,0.6
Anderson Dos Santos,2021-08-07,1,2,0,0,1,2.7,0.25,0.7,0.98,0.14,1,7,0,0,0,0,0,1,0,36,Orthodox,165.1,177.8,0.3333333333333333
Anderson Silva,2020-10-31,31,10,0,2,0,3.04,0.62,0.8,0.52,0.77,17,91,13,0,0,8,20,3,0,45,Southpaw,187.96,195.58,0.7560975609756098
Andre Ewell,2021-07-24,4,3,0,1,0,4.35,0.41,0.1,0.27,0.66,2,21,0,0,3,1,0,0,0,33,Southpaw,172.72,190.5,0.5714285714285714
Andre Fili,2020-10-31,9,6,0,0,1,3.9,0.36,0.2,2.71,0.49,2,37,0,0,2,4,3,0,0,30,Orthodox,180.34,187.96,0.6
Andre Muniz,2021-05-15,4,0,0,0,4,2.16,0.58,2.3,3.12,0.4,4,8,0,0,0,2,0,2,0,31,Southpaw,185.42,198.12,1.0
Andre Petroski,2021-08-28,0,0,0,0,0,3.48,0.57,1.1,4.55,0.44,0,0,0,0,0,0,0,0,0,30,Switch,182.88,185.42,
Andre Soukhamthath,2019-08-31,2,4,0,1,0,2.77,0.44,0.2,1.25,0.53,1,17,0,0,0,1,1,0,0,30,Orthodox,175.26,177.8,0.3333333333333333
Andre Winner,2011-07-02,2,3,0,2,0,30.8,0.438,0.0,0.0,0.0,2,11,1,0,0,1,1,0,0,29,Orthodox,180.34,185.42,0.4
Andrea Lee,2021-05-15,3,3,0,3,0,5.48,0.5,0.9,1.95,0.52,3,18,0,0,0,3,0,0,0,32,Orthodox,167.64,175.26,0.5
Andreas Michailidis,2021-05-01,0,1,0,1,0,4.8,0.52,0.0,0.75,0.5,0,1,0,0,0,0,0,0,0,32,Orthodox,182.88,193.04,0.0
Andreas Stahl,2015-12-10,0,1,0,1,0,41.0,0.36,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Orthodox,180.34,185.42,0.0
Andrei Arlovski,2021-04-17,21,18,0,1,0,3.62,0.44,0.2,0.45,0.36,6,85,5,0,1,7,11,2,0,42,Orthodox,190.5,195.58,0.5384615384615384
Andrew Craig,2014-06-28,3,2,0,1,0,33.8,0.49,0.0,0.6,0.232,2,13,0,0,1,1,1,0,0,28,Orthodox,185.42,193.04,0.6
Andrew Holbrook,2017-09-02,2,2,0,1,0,14.0,0.5425,1.25,0.5,0.25,1,8,0,0,2,0,0,0,0,31,Southpaw,180.34,177.8,0.5
Andrew Sanchez,2021-01-23,5,3,0,0,1,4.57,0.44,0.0,2.16,0.32,2,22,0,0,0,4,1,0,0,32,Orthodox,185.42,187.96,0.625
Andy Enz,2015-01-31,0,2,0,2,0,55.5,0.24,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,23,Orthodox,190.5,198.12,0.0
Andy Ogle,2014-05-31,1,3,0,2,0,29.75,0.47,0.0,1.5,0.48,1,12,0,0,0,1,0,0,0,25,Orthodox,172.72,175.26,0.25
Angela Hill,2021-08-07,8,9,0,0,1,5.71,0.5,0.1,0.54,0.34,3,48,0,0,0,6,2,0,0,36,Orthodox,160.02,162.56,0.47058823529411764
Angela Magana,2017-12-02,0,2,0,2,0,22.5,0.29,0.5,0.5,0.5,0,6,0,0,0,0,0,0,0,34,Orthodox,154.94,165.1,0.0
Anna Elmose,2016-11-19,0,1,0,1,0,6.0,0.6,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,32,Orthodox,160.02,165.1,0.0
Anthony Birchak,2021-04-17,2,3,0,1,0,3.93,0.36,0.5,0.48,0.14,1,7,0,0,1,0,1,0,0,34,Orthodox,172.72,175.26,0.4
Anthony Hamilton,2017-09-16,3,5,0,2,0,26.75,0.49375,0.0,1.125,0.26,1,13,0,0,0,1,2,0,0,37,Orthodox,195.58,193.04,0.375
Anthony Hernandez,2021-02-13,1,2,0,1,0,5.03,0.53,0.9,5.27,0.66,1,6,0,0,0,0,0,1,0,27,Orthodox,182.88,190.5,0.3333333333333333
Anthony Ivy,2020-09-12,0,1,0,1,0,4.07,0.36,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,30,Orthodox,187.96,187.96,0.0
Anthony Johnson,2017-04-08,13,5,0,0,3,19.94444444,0.506111111,0.277777778,1.0,0.271111111,3,31,1,0,0,2,11,0,0,33,Orthodox,187.96,198.12,0.7222222222222222
Anthony Lapsley,2014-05-10,0,1,0,1,0,8.0,0.42,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,34,Southpaw,175.26,180.34,0.0
Anthony Njokuani,2014-10-04,3,4,0,1,0,55.28571429,0.438571429,0.142857143,0.428571429,0.237142857,1,20,0,0,0,2,1,0,0,34,Orthodox,185.42,190.5,0.42857142857142855
Anthony Perosh,2015-11-14,5,6,0,1,0,13.18181818,0.443636364,0.454545455,0.818181818,0.168181818,3,17,0,0,0,0,2,3,0,43,Orthodox,190.5,190.5,0.45454545454545453
Anthony Pettis,2020-12-19,16,10,0,0,2,3.05,0.47,1.1,0.61,0.5,5,2,4,0,0,0,0,0,0,33,Orthodox,177.8,182.88,0.6153846153846154
Anthony Rocco Martin,2020-06-06,9,5,0,0,1,2.7,0.36,1.1,0.68,0.25,4,38,0,0,0,5,1,3,0,30,Orthodox,182.88,185.42,0.6428571428571429
Anthony Smith,2021-09-18,12,8,0,0,2,3.03,0.47,0.8,0.46,0.28,3,47,1,0,0,1,7,4,0,33,Orthodox,193.04,193.04,0.6
Anton Kuivanen,2013-02-23,1,1,0,0,1,33.5,0.435,0.5,1.5,0.5,1,6,0,0,1,0,0,0,0,28,Orthodox,172.72,182.88,0.5
Anton Zafir,2016-07-08,0,1,0,1,0,17.0,0.68,0.0,1.0,0.33,0,1,0,0,0,0,0,0,0,29,Orthodox,180.34,182.88,0.0
Antonina Shevchenko,2021-10-02,4,3,0,1,0,3.89,0.56,0.5,0.51,0.5,2,17,0,0,0,1,2,1,0,36,Southpaw,172.72,170.18,0.5714285714285714
Antonio Arroyo,2021-09-18,2,2,0,2,0,2.82,0.66,0.2,1.14,0.41,2,11,0,0,0,1,0,1,0,32,Orthodox,190.5,185.42,0.5
Antonio Braga Neto,2017-12-09,1,1,0,1,0,11.0,0.45,0.5,2.0,0.35,1,4,0,0,0,0,0,1,0,30,Orthodox,190.5,195.58,0.5
Antonio Carlos Junior,2021-01-23,7,4,0,2,0,1.91,0.44,0.9,3.7,0.44,5,29,0,0,0,2,0,5,0,30,Orthodox,187.96,200.66,0.6363636363636364
Antonio Carvalho,2013-03-16,2,1,0,0,2,31.66666667,0.33,0.0,0.0,0.0,2,7,0,0,1,0,1,0,0,33,Orthodox,175.26,172.72,0.6666666666666666
Antonio Dos Santos,2015-06-20,0,1,0,1,0,37.0,0.5,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,26,Orthodox,177.8,182.88,0.0
Antonio Silva,2016-09-24,3,7,0,2,0,16.7,0.441,0.0,0.0,0.0,2,17,1,0,0,0,3,0,0,37,Orthodox,193.04,203.2,0.3
Aori Qileng,2021-04-24,0,0,0,0,0,7.73,0.44,0.0,3.0,0.75,0,0,0,0,0,0,0,0,0,27,Orthodox,170.18,175.26,
Ariane Carnelossi,2021-04-24,0,1,0,1,0,5.22,0.44,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,28,Orthodox,157.48,154.94,0.0
Ariane Lipski,2021-09-18,2,4,0,2,0,3.33,0.36,0.4,0.19,0.2,2,14,0,0,0,1,0,1,0,27,Orthodox,167.64,170.18,0.3333333333333333
Arjan Bhullar,2019-05-04,2,1,0,0,1,26.66666667,0.51,0.0,1.333333333,0.72,1,8,0,0,0,2,0,0,0,32,Orthodox,185.42,190.5,0.6666666666666666
Arman Tsarukyan,2021-09-18,3,1,0,0,3,3.59,0.46,0.0,3.38,0.34,3,12,0,0,0,3,0,0,0,24,Orthodox,170.18,182.88,0.75
Arnold Allen,2021-04-10,7,0,0,0,7,2.96,0.4,0.4,1.44,0.5,7,21,0,0,1,4,0,2,0,27,Southpaw,172.72,177.8,1.0
Artem Lobov,2018-10-27,2,4,0,2,0,56.33333333,0.376666667,0.0,0.5,0.208333333,2,20,1,0,0,2,0,0,0,32,Southpaw,175.26,165.1,0.3333333333333333
Ashkan Mokhtarian,2017-11-18,0,1,0,1,0,12.0,0.52,0.0,1.0,0.33,0,3,0,0,0,0,0,0,0,32,Southpaw,167.64,170.18,0.0
Ashlee Evans-Smith,2020-11-28,3,4,0,1,0,4.86,0.35,0.0,1.3,0.25,2,17,0,0,1,1,1,0,0,33,Orthodox,172.72,170.18,0.42857142857142855
Ashley Yoder,2021-07-31,3,6,0,1,0,3.08,0.39,0.6,1.2,0.3,2,27,0,0,1,2,0,0,0,33,Southpaw,170.18,175.26,0.3333333333333333
Askar Askarov,2021-03-06,2,0,1,0,2,3.37,0.55,0.0,2.75,0.28,2,9,0,0,0,2,0,0,0,28,Orthodox,167.64,170.18,0.6666666666666666
Aspen Ladd,2019-07-13,3,0,0,0,3,5.22,0.55,1.2,2.45,0.75,3,6,0,0,0,1,2,0,0,24,Orthodox,167.64,167.64,1.0
Augusto Mendes,2017-04-15,1,1,0,0,1,26.5,0.33,0.0,2.0,0.22,1,4,0,0,1,0,0,0,0,34,Orthodox,167.64,165.1,0.5
Augusto Montano,2016-09-17,1,1,0,1,0,25.5,0.475,0.0,0.0,0.0,1,4,0,0,0,0,1,0,0,31,Orthodox,185.42,185.42,0.5
Augusto Sakai,2021-06-05,5,1,0,1,0,5.1,0.48,0.0,0.14,0.5,5,17,0,0,2,0,3,0,0,30,Orthodox,190.5,195.58,0.8333333333333334
Austin Arnett,2019-02-09,1,2,0,0,1,43.0,0.436666667,0.0,0.666666667,0.386666667,1,8,0,0,0,1,0,0,0,27,Orthodox,182.88,182.88,0.3333333333333333
Austin Hubbard,2021-08-21,3,3,0,0,1,3.67,0.47,0.0,1.35,0.61,1,15,0,0,0,2,1,0,0,29,Orthodox,177.8,180.34,0.5
Austin Lingo,2021-08-21,1,1,0,0,1,4.0,0.42,0.0,0.67,0.66,1,6,0,0,0,1,0,0,0,27,Orthodox,177.8,177.8,0.5
Austin Springer,2020-08-29,0,0,0,0,0,3.46,0.63,1.1,4.24,0.44,0,0,0,0,0,0,0,0,0,33,Orthodox,172.72,180.34,
Azamat Gashimov,2013-05-18,0,1,0,1,0,4.0,0.3,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0,23,Orthodox,167.64,167.64,0.0
BJ Penn,2019-05-11,12,14,0,7,0,35.96153846,0.528461538,0.461538462,1.0,0.316153846,3,74,11,0,0,1,6,4,1,40,Orthodox,175.26,177.8,0.46153846153846156
Barb Honchak,2018-07-06,0,1,0,1,0,71.0,0.3,2.0,0.0,0.0,0,3,0,0,0,0,0,0,0,38,Orthodox,162.56,165.1,0.0
Bart Palaszewski,2013-04-13,1,2,0,2,0,26.66666667,0.296666667,1.0,0.0,0.0,1,7,0,0,0,0,1,0,0,29,Orthodox,175.26,177.8,0.3333333333333333
Bartosz Fabinski,2021-04-17,3,2,0,2,0,2.23,0.68,0.0,7.1,0.7,3,11,0,0,0,3,0,0,0,34,Orthodox,182.88,190.5,0.6
Bea Malecki,2021-08-21,2,0,0,0,2,6.84,0.46,1.1,0.0,0.0,2,5,0,0,0,1,0,1,0,29,Orthodox,175.26,187.96,1.0
Bec Rawlings,2018-04-07,2,4,0,3,0,48.33333333,0.435,0.333333333,0.666666667,0.248333333,2,15,0,0,0,1,0,1,0,29,Orthodox,167.64,162.56,0.3333333333333333
Belal Muhammad,2021-06-12,9,3,0,0,4,4.61,0.42,0.2,1.8,0.28,4,36,0,0,1,6,1,1,0,32,Orthodox,180.34,182.88,0.75
Ben Askren,2019-07-06,1,0,0,0,1,3.64,0.49,0.9,4.33,0.55,1,1,0,0,0,0,0,1,0,34,Orthodox,180.34,185.42,1.0
Ben Nguyen,2018-12-01,4,2,0,1,0,28.5,0.451666667,0.666666667,0.166666667,0.166666667,2,11,0,0,0,1,1,2,0,30,Switch,165.1,165.1,0.6666666666666666
Ben Rothwell,2021-05-22,15,8,0,1,0,3.71,0.42,0.4,0.68,0.35,6,51,0,0,2,2,9,2,0,39,Orthodox,193.04,198.12,0.6521739130434783
Ben Saunders,2018-11-03,9,7,0,1,0,26.0,0.541875,0.5625,0.125,0.125,3,32,0,0,1,2,3,3,0,35,Orthodox,187.96,195.58,0.5625
Ben Sosoli,2020-02-22,0,0,0,0,0,2.22,0.31,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,30,Southpaw,175.26,182.88,
Ben Wall,2014-05-10,0,1,0,1,0,1.0,0.33,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,25,Orthodox,177.8,185.42,0.0
Beneil Dariush,2021-05-15,14,4,1,0,6,3.8,0.49,1.0,2.11,0.34,6,39,0,0,2,4,3,5,0,32,Southpaw,177.8,182.88,0.7368421052631579
Benito Lopez,2019-07-13,1,1,0,1,0,4.49,0.44,0.3,0.0,0.0,1,4,0,0,0,1,0,0,0,25,Switch,177.8,185.42,0.5
Benson Henderson,2015-11-28,10,3,0,0,1,56.92307692,0.456153846,0.769230769,2.230769231,0.432307692,7,47,5,0,3,5,0,2,0,32,Southpaw,175.26,177.8,0.7692307692307693
Bernardo Magalhaes,2012-06-08,0,1,0,1,0,28.0,0.41,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,31,Orthodox,175.26,165.1,0.0
Besam Yousef,2013-04-06,0,1,0,1,0,28.0,0.51,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,28,Orthodox,180.34,180.34,0.0
Bethe Correia,2021-10-02,5,5,1,1,0,4.37,0.43,0.0,0.39,0.18,3,30,1,0,2,2,1,0,0,38,Orthodox,165.1,162.56,0.45454545454545453
Bevon Lewis,2020-11-07,3,2,0,0,1,4.05,0.45,0.0,0.0,0.0,2,12,0,0,0,1,2,0,0,29,Orthodox,190.5,200.66,0.6
Bill Algeo,2021-05-22,1,2,0,0,1,6.37,0.53,0.0,0.5,0.28,1,9,0,0,0,1,0,0,0,31,Switch,182.88,185.42,0.3333333333333333
Billy Quarantillo,2021-07-17,4,1,0,1,0,7.08,0.64,1.7,1.66,0.34,4,14,0,0,0,1,2,1,0,32,Orthodox,177.8,177.8,0.8
Blagoy Ivanov,2020-05-30,2,2,0,1,0,3.09,0.38,0.2,1.07,0.62,2,14,0,0,0,2,0,0,0,33,Southpaw,180.34,185.42,0.5
Bobby Green,2021-08-07,12,8,1,1,0,5.45,0.51,0.3,1.46,0.39,8,56,0,0,2,6,1,3,0,34,Orthodox,177.8,180.34,0.5714285714285714
Bobby Moffett,2019-08-10,1,1,0,1,0,3.41,0.39,1.4,2.74,0.66,1,5,0,0,0,0,0,1,0,29,Orthodox,177.8,185.42,0.5
