,Winner,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_age,B_age
4375,Red,3,0,0,16.875,0.49875,1.125,0.875,0.19125,2,5,15,0,0,0,0,1,2,0,3,Orthodox,190.5,190.5,2,0,0,26.57142857,0.485,0.071428571,0.5,0.178571429,3,7,28,0,0,1,2,4,0,0,7,Orthodox,185.42,185.42,39,34
4377,Red,2,0,0,7.666666667,0.226666667,1.333333333,1.833333333,0.591666667,3,3,12,0,0,1,0,0,2,0,3,Southpaw,177.8,187.96,1,0,0,16.0,0.51,0.0,3.2,0.41,2,2,12,0,0,0,3,0,0,0,3,Orthodox,177.8,182.88,30,31
4381,Red,0,2,0,45.5,0.465,0.0,4.5,0.7,2,0,6,0,0,0,2,0,0,0,2,Orthodox,167.64,167.64,0,2,0,72.5,0.435,0.5,2.5,0.275,2,0,10,2,0,0,2,0,0,0,2,Orthodox,170.18,177.8,25,26
4382,Red,0,2,0,20.9,0.503,0.5,1.3,0.313,3,3,18,0,0,0,1,6,0,0,7,Orthodox,187.96,198.12,0,1,0,9.5,0.518571429,0.428571429,0.428571429,0.196428571,3,5,20,4,0,0,0,7,1,1,9,Southpaw,182.88,187.96,34,27
4383,Red,0,1,0,20.6,0.37,1.0,1.8,0.35,1,3,11,0,0,0,1,0,1,0,2,Southpaw,187.96,185.42,0,2,0,15.125,0.34625,1.5,1.625,0.415,3,2,16,0,0,0,2,0,4,0,6,Orthodox,172.72,180.34,31,29
4385,Red,0,1,0,21.11111111,0.471111111,1.111111111,0.111111111,0.111111111,4,3,19,0,0,0,1,1,4,0,6,Orthodox,185.42,185.42,0,3,0,48.0,0.4,0.0,1.333333333,0.666666667,3,0,9,0,0,1,1,1,0,0,3,Orthodox,180.34,190.5,25,26
4386,Red,0,2,0,56.36363636,0.269090909,0.090909091,0.181818182,0.136363636,2,5,29,0,0,2,3,1,0,0,6,Orthodox,175.26,177.8,0,1,0,19.0,0.437272727,1.181818182,2.636363636,0.501818182,2,5,27,0,0,0,3,1,2,0,6,Orthodox,170.18,172.72,27,27
4388,Red,0,1,0,30.4,0.384,1.6,1.4,0.48,1,4,15,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,0,1,0,22.0,0.42,0.0,6.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Southpaw,175.26,180.34,31,36
4389,Blue,1,0,0,21.71428571,0.384285714,1.142857143,1.428571429,0.22,3,3,16,0,0,0,2,0,2,0,4,Orthodox,182.88,187.96,2,0,0,10.5,0.805,0.0,0.5,0.08,0,2,5,0,0,0,0,0,0,0,0,Southpaw,177.8,193.04,31,36
4392,Red,0,4,0,40.5,0.495,0.5,0.75,0.1875,4,0,7,0,0,0,1,1,2,0,4,Orthodox,185.42,185.42,0,1,0,30.92857143,0.417142857,1.285714286,1.0,0.391428571,5,5,31,1,0,1,0,1,7,0,9,Southpaw,182.88,193.04,26,28
4393,Blue,0,2,0,31.71428571,0.582857143,0.714285714,3.142857143,0.302857143,4,1,16,0,1,1,1,3,0,0,6,Southpaw,175.26,175.26,1,0,0,36.13333333,0.52,0.733333333,3.466666667,0.545333333,8,2,43,1,0,1,8,1,3,0,13,Orthodox,182.88,193.04,33,28
4394,Blue,0,3,0,15.0,0.314,1.0,0.6,0.232,3,1,7,0,0,0,0,2,2,0,4,Orthodox,195.58,200.66,0,2,0,18.8,0.481,0.1,1.9,0.454,2,3,22,1,0,1,3,3,0,0,7,Orthodox,182.88,187.96,40,24
4395,Blue,0,1,0,2.0,0.28,2.0,5.0,0.55,1,0,2,0,0,0,0,0,1,0,1,Southpaw,175.26,180.34,0,1,0,104.6666667,0.42,0.333333333,0.333333333,0.333333333,1,2,9,0,0,0,1,0,0,0,1,Orthodox,167.64,177.8,28,24
4396,Red,0,1,0,25.0,0.4875,0.5,1.0,0.2175,1,2,7,0,0,0,1,0,1,0,2,Orthodox,175.26,182.88,1,0,0,55.33333333,0.391666667,0.0,0.666666667,0.25,3,2,16,1,0,0,3,0,0,1,4,Orthodox,172.72,175.26,27,30
4397,Blue,0,1,0,33.0,0.633333333,0.0,3.0,0.566666667,1,1,7,0,0,0,1,1,0,0,2,Orthodox,175.26,180.34,0,1,0,94.0,0.46,0.0,1.5,0.83,1,1,6,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,31,32
4398,Red,1,0,0,57.5,0.325,0.5,0.5,0.165,1,1,4,0,0,0,1,0,0,0,1,Southpaw,182.88,193.04,1,0,0,26.71428571,0.514285714,0.571428571,3.142857143,0.644285714,3,2,19,0,0,1,3,1,0,0,5,Southpaw,187.96,193.04,30,35
4399,Red,1,0,0,28.0,0.354,0.4,1.6,0.374,2,2,13,1,0,0,2,1,0,0,3,Orthodox,175.26,177.8,0,4,0,16.83333333,0.363333333,1.833333333,2.666666667,0.505,4,2,16,0,0,2,2,0,0,0,4,Southpaw,175.26,180.34,31,25
4400,Blue,1,0,0,48.0,0.435,0.0,1.0,0.5,1,1,6,0,0,1,0,0,0,0,1,Orthodox,167.64,170.18,3,0,0,13.33333333,0.411666667,0.666666667,1.0,0.19,2,4,11,1,0,0,0,0,2,0,2,Orthodox,165.1,170.18,30,29
4401,Red,0,1,0,36.81818182,0.589090909,0.727272727,1.090909091,0.422727273,8,2,28,3,0,0,5,3,1,0,9,Southpaw,185.42,187.96,0,5,0,37.55555556,0.57,0.666666667,2.222222222,0.676666667,5,1,20,2,0,0,2,3,3,0,8,Orthodox,193.04,213.36,24,33
4402,Red,0,1,0,23.0,0.323333333,1.0,1.0,0.163333333,2,2,13,2,0,0,2,1,1,0,4,Orthodox,190.5,195.58,0,2,0,12.72222222,0.506111111,1.055555556,1.0,0.334444444,4,5,27,4,0,0,2,3,7,0,13,Southpaw,190.5,200.66,32,35
4403,Blue,2,0,0,18.25,0.3,0.25,0.25,0.25,2,2,10,0,0,1,0,1,0,0,2,Southpaw,187.96,190.5,1,0,0,25.96,0.5176,0.32,2.2,0.5436,6,10,61,10,0,2,3,7,2,1,15,Orthodox,190.5,187.96,36,35
4404,Blue,0,2,0,25.5,0.655,0.5,2.0,0.25,2,0,4,0,0,0,1,1,0,0,2,Southpaw,182.88,185.42,0,3,0,21.66666667,0.583333333,1.0,2.666666667,0.633333333,3,0,8,0,0,0,2,0,1,0,3,Orthodox,180.34,190.5,31,31
4405,Blue,0,1,0,30.0,0.3,1.0,1.0,0.5,1,0,2,0,0,0,0,0,1,0,1,Orthodox,170.18,182.88,1,0,0,36.25,0.3975,0.25,0.25,0.125,3,1,11,1,0,0,1,1,1,0,3,Orthodox,172.72,172.72,29,24
4406,Blue,0,1,0,20.0,0.446,0.2,1.0,0.332,1,3,11,0,0,0,0,1,1,0,2,Orthodox,182.88,193.04,0,2,0,35.5,0.38625,0.75,0.375,0.15,3,2,18,0,0,0,2,1,2,1,6,Open Stance,185.42,195.58,34,32
4407,Blue,0,1,0,29.0,0.425,0.5,1.0,0.33,1,1,6,0,0,1,0,0,0,0,1,Orthodox,180.34,185.42,0,1,0,51.75,0.4125,0.0,0.5,0.25,1,2,9,0,0,0,1,1,0,0,2,Orthodox,190.5,190.5,29,32
4408,Blue,1,0,0,9.25,0.3025,1.375,1.125,0.29,2,5,18,1,0,0,1,1,1,0,3,Orthodox,175.26,182.88,0,2,0,62.0,0.545,0.0,0.0,0.0,2,0,6,0,0,0,1,1,0,0,2,Orthodox,172.72,172.72,26,36
4409,Blue,0,1,0,26.5,0.385,0.0,1.0,0.165,1,1,4,0,0,1,0,0,0,0,1,Orthodox,170.18,172.72,0,1,0,9.0,0.32,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,180.34,175.26,27,32
4410,Red,1,0,0,43.71428571,0.508571429,1.857142857,3.571428571,0.362857143,4,2,20,0,0,1,3,0,1,0,5,Orthodox,172.72,172.72,1,0,0,15.33333333,0.373333333,1.333333333,2.555555556,0.566666667,3,4,19,0,0,0,1,0,4,0,5,Orthodox,172.72,190.5,30,27
4413,Red,1,0,0,16.0,0.39,0.0,1.0,0.16,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,182.88,0,3,0,46.0,0.412857143,0.357142857,1.5,0.432142857,4,3,31,1,0,1,3,7,0,0,11,Orthodox,185.42,190.5,32,30
4416,Red,0,1,0,25.07142857,0.500714286,0.714285714,0.285714286,0.214285714,6,5,31,0,0,1,2,4,2,0,9,Southpaw,175.26,185.42,0,2,0,26.0,0.46,0.0,1.0,0.33,2,0,2,1,0,0,0,1,0,1,2,Orthodox,180.34,193.04,27,35
4423,Blue,0,3,0,35.14285714,0.508571429,0.571428571,1.714285714,0.48,3,2,19,3,0,2,2,1,0,0,5,Orthodox,180.34,187.96,0,1,0,33.57142857,0.517142857,0.285714286,0.857142857,0.13,2,3,17,3,0,0,0,4,0,0,4,Orthodox,185.42,193.04,29,41
4425,Red,0,2,0,24.0,0.32,0.5,1.0,1.0,2,0,4,0,0,0,1,0,1,0,2,Orthodox,170.18,177.8,1,0,0,49.5,0.365,0.0,1.5,0.19,1,1,8,1,0,0,1,0,0,0,1,Orthodox,167.64,170.18,32,31
4426,Blue,2,0,0,30.08333333,0.4575,1.583333333,0.75,0.360833333,4,4,23,0,0,1,2,1,4,0,8,Orthodox,182.88,182.88,1,0,0,40.75,0.39375,1.625,2.875,0.61125,6,2,22,0,0,2,2,1,1,0,6,Southpaw,175.26,180.34,27,29
4427,Red,0,4,0,43.6,0.448,0.0,3.2,0.274,4,1,13,0,0,1,2,1,0,0,4,Orthodox,193.04,193.04,0,2,0,31.61538462,0.408461538,0.923076923,1.0,0.210769231,3,6,33,1,0,0,3,2,2,0,7,Orthodox,193.04,198.12,34,29
4428,Red,2,0,0,30.66666667,0.536666667,1.0,1.833333333,0.371666667,2,3,15,0,0,0,2,1,0,0,3,Orthodox,180.34,180.34,2,0,0,24.42857143,0.344285714,0.285714286,2.285714286,0.3,5,2,16,1,0,0,3,2,0,0,5,Orthodox,187.96,187.96,28,36
4430,Blue,0,2,0,26.0,0.415,0.5,3.0,0.81,2,0,4,0,0,0,1,0,1,0,2,Orthodox,187.96,198.12,0,1,0,31.4,0.426,1.2,2.6,0.27,2,2,12,0,0,0,2,0,1,0,3,Southpaw,182.88,187.96,28,27
4431,Red,0,1,0,24.71428571,0.34,1.142857143,2.0,0.335714286,3,3,18,0,0,0,2,1,1,0,4,Southpaw,172.72,177.8,0,2,0,17.0,0.349285714,0.857142857,4.071428571,0.614285714,3,5,33,0,0,1,4,1,3,0,9,Southpaw,177.8,180.34,28,27
4432,Red,1,0,0,24.5,0.33,1.0,4.5,0.635,1,1,6,0,0,0,0,0,1,0,1,Orthodox,170.18,172.72,1,0,0,41.5,0.45,1.5,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,175.26,193.04,30,24
4433,Blue,0,1,0,31.5,0.44,2.0,0.0,0.0,1,1,5,0,0,0,0,0,1,0,1,Orthodox,190.5,187.96,0,1,0,27.33333333,0.595555556,1.555555556,0.777777778,0.416666667,3,4,20,0,0,0,1,3,1,0,5,Orthodox,182.88,190.5,30,30
4434,Red,1,0,0,34.0,0.315,0.0,2.5,0.275,1,1,6,0,0,0,1,0,0,0,1,Southpaw,175.26,190.5,1,0,0,38.5,0.63,0.0,3.0,0.35,1,1,6,0,0,0,1,0,0,0,1,Orthodox,175.26,180.34,32,29
4435,Blue,0,7,0,48.71428571,0.52,0.0,0.428571429,0.214285714,7,0,13,0,0,0,2,5,0,0,7,Orthodox,193.04,195.58,0,7,0,41.85714286,0.621428571,0.285714286,2.142857143,0.492857143,7,0,11,1,0,0,1,6,0,0,7,Orthodox,185.42,195.58,29,27
4436,Blue,0,2,0,60.5,0.465,1.0,5.0,0.875,2,0,6,0,0,0,2,0,0,0,2,Southpaw,175.26,177.8,0,4,0,28.21428571,0.360714286,0.642857143,3.285714286,0.435714286,4,5,36,0,0,2,2,1,4,0,9,Orthodox,170.18,177.8,29,27
4437,Red,0,2,0,14.5,0.48,0.5,0.0,0.0,2,0,2,0,0,0,0,1,1,0,2,Orthodox,185.42,185.42,0,2,0,77.0,0.52,0.0,2.5,0.275,2,0,6,0,0,0,2,0,0,0,2,Southpaw,175.26,182.88,22,28
4439,Red,1,0,0,34.5,0.48,1.0,0.5,0.5,1,1,5,0,0,1,0,0,0,0,1,Orthodox,185.42,187.96,1,0,0,15.83333333,0.415,0.333333333,0.5,0.25,2,3,10,1,0,0,0,1,2,0,3,Orthodox,185.42,190.5,29,31
4441,Red,2,0,0,29.0,0.5,0.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,2,0,0,7.5,0.4,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,23,30
4442,Red,1,0,0,13.0,0.19,0.0,3.0,0.25,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,183.0,1,0,0,34.5,0.475,0.5,3.333333333,0.508333333,3,2,17,0,0,0,2,1,1,0,4,Orthodox,172.72,177.8,31,28
4444,Blue,0,3,0,31.0,0.47625,0.375,1.125,0.25125,3,2,17,0,0,1,2,3,0,0,6,Orthodox,182.88,182.88,0,1,0,26.61111111,0.463333333,0.444444444,0.833333333,0.365,5,6,37,0,0,1,2,7,2,0,12,Southpaw,180.34,187.96,31,33
4447,Blue,0,1,0,18.0,0.45,0.25,1.0,0.13,1,3,7,0,0,0,0,0,1,0,1,Orthodox,190.5,190.5,0,1,0,58.0,0.676666667,0.0,0.333333333,0.333333333,1,1,6,0,0,0,1,1,0,0,2,Southpaw,198.12,205.74,38,39
4448,Red,1,0,0,17.0,0.39,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,185.42,177.8,1,0,0,23.125,0.42625,1.125,0.125,0.125,4,3,18,0,0,0,1,1,3,0,5,Orthodox,185.42,185.42,25,27
4451,Red,1,0,0,57.0,0.35,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,4,0,0,31.75,0.375,1.25,0.75,0.5,0,4,12,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,35,25
4454,Blue,0,2,0,32.1,0.435,1.2,1.3,0.296,2,4,24,0,0,0,0,4,2,0,6,Southpaw,185.42,193.04,1,0,0,37.3,0.584,0.6,1.25,0.3985,3,8,59,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,32,28
4455,Red,0,5,0,37.4,0.548,0.8,0.0,0.0,5,0,10,0,0,0,1,4,0,0,5,Switch,190.5,200.66,0,1,0,34.5,0.596428571,0.214285714,1.571428571,0.445714286,3,5,29,0,1,0,1,6,0,1,9,Orthodox,193.04,208.28,36,33
4456,Blue,2,0,0,19.5,0.405,0.0,0.25,0.125,2,2,8,1,0,0,0,2,0,0,2,Orthodox,182.88,182.88,2,0,0,20.55555556,0.428888889,0.333333333,0.222222222,0.222222222,2,5,20,0,0,0,0,2,1,1,4,Southpaw,187.96,185.42,37,35
4457,Red,1,0,0,9.0,0.6,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,0,1,0,15.0,0.53,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,165.1,167.64,29,34
4459,Blue,0,3,0,51.0,0.53,0.333333333,1.0,0.25,3,0,6,0,0,0,1,1,1,0,3,Orthodox,185.42,185.42,0,4,0,32.58333333,0.315,0.25,0.416666667,0.241666667,4,4,26,0,0,0,3,3,2,0,8,Orthodox,167.64,177.8,32,28
4461,Red,2,0,0,20.4,0.3,0.4,0.2,0.2,3,2,11,0,0,1,1,0,1,0,3,Orthodox,187.96,195.58,3,0,0,27.84615385,0.565384615,0.076923077,0.461538462,0.307692308,4,6,27,0,0,0,2,4,1,0,7,Orthodox,190.5,193.04,34,31
4462,Red,1,0,0,32.0,0.36,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,1,0,0,12.0,0.21,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,Orthodox,180.34,190.5,23,25
4465,Red,1,0,0,27.7,0.391,0.8,3.0,0.591,8,2,29,1,0,2,5,1,0,0,8,Orthodox,175.26,177.8,1,0,0,57.2,0.446,0.4,3.5,0.31,5,2,33,3,0,0,6,1,1,0,8,Orthodox,167.64,172.72,29,32
4466,Red,0,1,0,25.875,0.4525,0.8125,1.5625,0.445,6,4,37,3,0,0,2,2,7,1,12,Southpaw,177.8,187.96,0,1,0,94.0,0.43,1.0,5.0,0.55,1,0,5,1,0,0,1,0,0,0,1,Orthodox,170.18,177.8,25,35
4467,Red,0,3,0,30.42857143,0.435714286,0.428571429,0.0,0.0,3,2,16,0,0,0,2,2,1,0,5,Orthodox,185.42,187.96,1,0,0,38.25,0.4625,0.125,3.25,0.5,3,4,22,1,0,0,4,0,0,0,4,Southpaw,185.42,187.96,34,31
4468,Blue,2,0,0,70.0,0.375,0.5,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,1,0,0,25.6,0.374,0.6,0.4,0.132,1,3,12,0,0,1,0,0,1,0,2,Orthodox,177.8,175.26,32,28
4469,Blue,0,1,0,13.0,0.49,1.9,1.6,0.532,3,3,17,0,0,0,0,2,5,0,7,Orthodox,177.8,180.34,0,5,0,18.21428571,0.395714286,0.071428571,0.928571429,0.375,5,4,23,0,0,2,1,6,0,1,10,Orthodox,175.26,172.72,28,27
4470,Red,3,0,0,10.75,0.4125,0.75,0.5,0.5,1,3,8,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,1,0,0,18.18181818,0.470909091,1.181818182,1.909090909,0.366363636,5,3,26,1,0,0,3,0,5,0,8,Southpaw,185.42,182.88,33,30
4471,Red,0,2,0,32.91666667,0.4625,0.666666667,1.25,0.404166667,2,5,31,0,0,1,2,3,0,1,7,Orthodox,172.72,180.34,1,0,0,14.0,0.27,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,24,25
4473,Blue,0,1,0,26.0,0.09,0.0,1.0,0.583333333,1,1,5,0,0,0,1,1,0,0,2,Orthodox,177.8,180.34,0,1,0,4.0,0.36,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,172.72,177.8,33,27
4474,Red,2,0,0,17.28571429,0.551428571,1.285714286,1.0,0.218571429,2,4,12,0,0,0,0,1,2,0,3,Orthodox,190.5,190.5,0,2,0,37.85714286,0.537142857,0.428571429,3.571428571,0.498571429,3,2,17,0,0,1,2,2,0,0,5,Orthodox,182.88,185.42,37,34
4475,Blue,3,0,0,6.25,0.345,1.25,2.0,0.415,1,3,8,0,0,0,0,0,1,0,1,Southpaw,187.96,185.42,3,0,0,36.75,0.3375,0.25,0.5,0.285,1,3,10,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,24,28
4476,Red,0,2,0,25.5,0.465,0.0,7.5,0.83,2,0,6,0,0,0,2,0,0,0,2,Orthodox,160.02,167.64,0,1,0,90.0,0.37,0.0,4.0,0.3,1,0,5,1,0,0,1,0,0,0,1,Orthodox,172.72,172.72,26,25
4477,Blue,1,0,0,13.0,0.48,2.0,0.25,0.25,3,3,12,0,1,0,0,2,2,0,5,Orthodox,210.82,213.36,1,0,0,19.5,0.426666667,0.0,0.0,0.0,1,3,11,0,0,0,1,2,0,0,3,Orthodox,180.34,187.96,32,23
4478,Red,0,2,0,19.75,0.5125,0.0,4.0,0.5125,2,1,11,0,0,0,3,0,0,0,3,Orthodox,177.8,182.88,0,1,0,21.44444444,0.47,0.555555556,1.444444444,0.347777778,3,3,17,0,0,0,1,5,0,0,6,Orthodox,187.96,198.12,27,30
4479,Red,0,1,0,27.5,0.47375,0.5,0.875,0.41625,2,4,17,1,0,0,1,1,2,0,4,Orthodox,172.72,177.8,1,0,0,31.0,0.474545455,1.363636364,2.0,0.495454545,4,4,25,0,0,0,3,2,2,0,7,Orthodox,177.8,172.72,28,31
4480,Red,2,0,0,28.5,0.33,1.0,2.5,0.355,1,3,11,0,0,0,1,0,0,0,1,Orthodox,172.72,180.34,1,0,0,23.76923077,0.51,0.769230769,0.307692308,0.230769231,6,5,29,0,0,1,2,3,2,0,8,Southpaw,175.26,185.42,35,29
4481,Blue,0,1,0,2.0,0.5,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,182.88,185.42,0,1,0,28.5,0.42,0.0,0.5,0.5,1,1,4,1,0,0,0,1,0,0,1,Southpaw,177.8,185.42,25,23
4483,Blue,1,0,0,29.0,0.513333333,0.166666667,1.5,0.323333333,1,3,16,0,0,1,1,1,0,0,3,Orthodox,177.8,182.88,1,0,0,13.5,0.155,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,Orthodox,177.8,182.88,32,27
4484,Red,1,0,0,14.0,0.35,0.0,3.0,0.6,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,2,0,0,29.3,0.378,1.1,0.9,0.258,2,6,25,0,0,0,2,0,2,0,4,Orthodox,180.34,182.88,28,29
4486,Red,0,2,0,36.66666667,0.49,0.0,0.555555556,0.257777778,3,2,26,3,0,1,3,3,0,0,7,Orthodox,185.42,185.42,0,4,0,34.625,0.57625,0.5,2.25,0.72,4,1,16,1,0,0,2,3,2,0,7,Orthodox,193.04,213.36,24,33
4487,Blue,1,0,0,17.66666667,0.399444444,0.388888889,1.888888889,0.531111111,5,5,40,1,0,0,5,5,3,0,13,Orthodox,177.8,185.42,1,0,0,21.54166667,0.532083333,0.666666667,1.958333333,0.5075,6,6,50,12,0,0,5,6,5,2,18,Switch,175.26,185.42,37,33
4488,Blue,0,1,0,8.0,0.285,0.0,0.5,0.5,1,1,3,0,0,0,0,1,0,0,1,Orthodox,177.8,182.88,0,1,0,23.5,0.375,1.0,2.5,0.355,1,1,5,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,29,37
4489,Red,0,1,0,67.0,0.67,6.0,0.0,0.0,1,0,3,0,0,0,0,0,1,0,1,Orthodox,187.96,187.96,0,1,0,19.33333333,0.396666667,0.333333333,1.0,0.553333333,1,1,5,0,0,0,0,2,0,0,2,Orthodox,198.12,200.66,29,28
4490,Red,1,0,0,13.0,0.223333333,0.0,0.0,0.0,1,2,6,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,2,0,0,30.53846154,0.411538462,1.153846154,1.076923077,0.421538462,5,5,30,1,0,1,0,1,6,0,8,Southpaw,182.88,193.04,26,33
4491,Red,0,1,0,39.57142857,0.39,0.142857143,1.142857143,0.324285714,1,4,16,0,0,0,3,0,0,0,3,Southpaw,172.72,175.26,0,1,0,21.0,0.55,0.0,2.0,0.66,1,0,1,1,0,0,0,1,0,0,1,Orthodox,180.34,193.04,27,30
4492,Blue,0,1,0,26.57142857,0.508571429,0.285714286,1.571428571,0.214285714,1,3,15,0,0,0,2,2,0,0,4,Orthodox,182.88,187.96,0,2,0,49.5,0.455,0.5,2.5,0.5,2,0,6,0,0,0,1,0,1,0,2,Southpaw,182.88,187.96,32,30
4494,Red,1,0,0,29.0,0.44,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,1,0,0,28.5,0.305,0.0,2.0,0.5,1,1,6,0,0,1,0,0,0,0,1,Orthodox,170.18,172.72,27,30
4495,Red,1,0,0,10.0,0.48,1.0,0.5,0.07,1,1,3,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,1,0,0,14.0,0.71,0.5,3.0,0.375,1,1,4,0,0,0,0,1,0,0,1,Orthodox,187.96,190.5,29,33
4496,Blue,0,4,0,23.0,0.44,0.6,2.8,0.812,4,1,12,0,0,1,0,2,0,1,4,Orthodox,175.26,180.34,1,0,0,51.5,0.365,0.0,2.0,0.13,1,1,8,1,0,1,0,0,0,0,1,Orthodox,182.88,182.88,32,26
4497,Red,0,1,0,54.0,0.66,1.0,2.0,0.8,1,1,5,0,0,0,0,1,0,0,1,Southpaw,177.8,180.34,0,2,0,41.0,0.365,1.0,3.5,0.605,2,0,5,1,0,0,0,0,2,0,2,Orthodox,180.34,190.5,26,26
4498,Blue,0,1,0,4.0,0.22,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,177.8,180.34,0,1,0,32.0,0.47,0.0,3.0,0.23,1,0,3,1,0,0,1,0,0,0,1,Southpaw,182.88,185.42,26,22
4499,Red,0,1,0,10.58333333,0.5575,0.916666667,0.666666667,0.193333333,2,6,21,0,0,0,0,2,4,0,6,Orthodox,190.5,203.2,0,2,0,26.54545455,0.396363636,0.454545455,0.363636364,0.24,2,4,23,0,0,1,0,2,3,1,7,Orthodox,187.96,185.42,27,36
4500,Blue,1,0,0,46.0,0.43,0.0,1.0,0.14,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,1,0,0,8.0,0.11,1.0,1.5,0.61,1,1,3,0,0,0,0,0,1,0,1,Switch,182.88,182.88,23,29
4501,Red,0,1,0,33.0,0.47,0.0,5.0,0.55,1,0,3,0,0,0,1,0,0,0,1,Southpaw,175.26,190.5,2,0,0,33.0,0.356666667,1.666666667,1.333333333,0.401666667,4,2,14,0,0,2,0,1,1,0,4,Southpaw,177.8,177.8,29,28
4503,Red,1,0,0,31.0,0.37,2.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,180.0,1,0,0,18.0,0.42,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,28,31
4504,Blue,1,0,0,22.0,0.5,3.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,0,1,0,57.0,0.52,2.0,1.0,1.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,185.42,187.96,30,29
4508,Red,0,3,0,29.91666667,0.400833333,0.666666667,1.583333333,0.425,4,2,34,0,0,1,5,3,0,1,10,Southpaw,187.96,190.5,0,13,0,30.61538462,0.718461538,0.461538462,0.230769231,0.230769231,13,0,30,9,0,0,2,8,3,0,13,Southpaw,187.96,195.58,36,30
4509,Red,0,2,0,54.46153846,0.376153846,0.615384615,0.769230769,0.225384615,3,4,33,3,0,1,5,1,2,0,9,Orthodox,190.5,195.58,1,0,0,36.5,0.511666667,0.333333333,1.0,0.151666667,2,3,16,3,0,0,0,3,0,0,3,Orthodox,185.42,193.04,29,32
4510,Blue,0,2,0,44.5,0.46,0.0,2.0,1.0,2,0,6,0,0,0,1,1,0,0,2,Orthodox,180.34,190.5,0,1,0,54.4,0.406,0.0,0.8,0.3,3,1,13,1,0,0,3,0,0,1,4,Orthodox,172.72,175.26,26,25
4511,Red,0,4,0,28.0,0.502,0.0,0.8,0.1,4,1,9,1,0,0,1,3,0,0,4,Orthodox,193.04,198.12,1,0,0,24.6,0.304,1.2,1.2,0.196,2,2,12,2,0,0,2,0,1,0,3,Orthodox,190.5,195.58,35,28
